name	threshold_10	threshold_20	threshold_30	threshold_40	threshold_50	threshold_60	threshold_70	threshold_80	threshold_90
M1239v1TS262_1	1	1	1	1	12	17	27	26	22
M1239v1TS262_2	1	1	1	1	1	1	28	27	23
M1239v1TS262_3	1	1	1	1	12	17	27	26	22
M1239v1TS262_4	1	1	1	1	1	1	42	59	68
M1239v1TS262_5	1	1	1	1	1	1	28	27	23
M1239v1TS272_1	1	1	1	5	6	9	5	28	24
M1239v1TS272_2	1	1	1	5	6	9	5	4	25
M1239v1TS272_3	1	1	1	5	6	9	5	4	26
M1239v1TS272_4	1	1	1	5	6	9	5	4	27
M1239v1TS272_5	1	1	1	5	6	9	5	29	28
M1239v1TS286_1	1	1	1	1	1	4	29	60	69
M1239v1TS286_2	1	1	2	2	2	8	15	61	70
M1239v1TS286_3	1	1	1	1	1	4	29	62	71
M1239v1TS286_4	1	1	1	1	7	4	6	63	72
M1239v1TS286_5	1	1	1	2	2	3	43	64	73
M1239v1TS294_1	1	1	1	1	7	2	44	65	74
M1239v1TS294_2	1	1	1	1	1	1	1	3	75
M1239v1TS294_3	1	1	1	1	1	1	1	3	76
M1239v1TS294_4	1	1	1	1	7	4	6	30	77
M1239v1TS294_5	1	1	1	1	7	4	6	30	78
M1239v1TS304_1	1	2	2	3	5	7	19	25	21
M1239v1TS304_2	1	3	5	8	9	22	45	66	79
M1239v1TS304_3	1	3	5	8	14	23	46	67	80
M1239v1TS304_4	1	2	4	3	5	7	47	68	81
M1239v1TS304_5	1	2	4	3	5	7	48	69	82
M1239v1TS325_1	1	1	1	1	1	1	2	11	5
M1239v1TS325_2	1	1	1	1	1	1	2	7	3
M1239v1TS369_1	1	1	1	1	1	1	1	2	29
M1239v1TS369_2	1	1	1	1	1	1	1	31	30
M1239v1TS369_3	1	1	1	1	1	1	1	3	31
M1239v1TS369_4	1	1	1	1	1	4	1	32	32
M1239v1TS369_5	1	1	1	1	1	1	1	3	33
M1239v1TS450_1	1	1	1	1	1	1	1	2	14
M1239v1TS450_2	1	1	1	1	1	1	1	2	15
M1239v1TS450_3	1	1	1	1	1	1	1	2	16
M1239v1TS450_4	1	1	1	1	1	1	1	2	17
M1239v1TS450_5	1	1	1	1	1	1	1	22	18
M1239v1TS462_1	1	1	1	1	3	5	49	70	83
M1239v1TS462_2	1	1	1	1	3	5	20	71	84
M1239v1TS462_3	1	1	1	1	3	5	20	72	85
M1239v1TS462_4	1	1	1	1	3	5	20	73	86
M1239v1TS462_5	1	1	1	7	3	5	50	74	87
M1239v1TS481_1	1	1	1	1	7	2	6	75	88
M1239v1TS481_2	1	1	1	1	1	11	18	76	89
M1239v1TS481_3	1	1	1	1	1	11	51	77	90
M1239v1TS481_4	1	1	1	1	1	2	6	78	91
M1239v1TS481_5	1	1	6	9	13	24	52	79	92
M1239v1TS489_1	1	1	1	1	1	1	2	8	93
M1239v1TS489_2	1	1	1	1	1	1	2	8	94
M1239v1TS489_3	1	1	1	1	1	1	2	8	95
M1239v1TS489_4	1	1	1	1	1	1	2	8	96
M1239v1TS489_5	1	1	1	1	1	2	6	80	97
M1239v2TS014_1	1	1	3	4	4	6	3	1	98
M1239v2TS014_2	1	1	3	4	4	6	3	1	2
M1239v2TS014_3	1	1	3	4	4	6	3	1	2
M1239v2TS014_4	1	1	3	4	4	6	3	1	2
M1239v2TS014_5	1	1	3	4	4	6	3	1	2
M1239v2TS014_6	1	1	3	4	4	6	3	1	2
M1239v2TS028_1	1	1	2	2	2	3	14	9	99
M1239v2TS028_2	1	1	1	2	2	3	9	33	100
M1239v2TS028_3	1	1	1	1	1	1	2	81	101
M1239v2TS028_4	1	1	1	2	2	3	9	33	102
M1239v2TS028_5	1	1	1	1	1	1	2	82	103
M1239v2TS033_1	1	1	1	1	1	4	6	83	104
M1239v2TS033_2	1	1	1	1	1	13	53	84	105
M1239v2TS033_3	1	1	1	1	1	1	2	85	106
M1239v2TS033_4	1	1	1	1	3	2	10	86	107
M1239v2TS033_5	1	1	2	2	2	14	54	87	108
M1239v2TS091_1	1	1	1	1	3	5	23	17	9
M1239v2TS091_2	1	1	1	1	3	2	10	16	8
M1239v2TS091_3	1	1	1	1	1	2	4	15	7
M1239v2TS091_4	1	1	1	1	1	11	24	18	10
M1239v2TS091_5	1	1	1	1	1	1	11	19	11
M1239v2TS110_1	1	1	1	2	2	8	15	20	12
M1239v2TS110_2	1	1	1	2	2	3	9	21	13
M1239v2TS110_3	1	1	1	1	1	1	11	88	109
M1239v2TS110_4	1	1	1	1	3	5	7	89	110
M1239v2TS110_5	1	1	2	2	2	8	8	14	6
M1239v2TS159_1	1	1	1	1	1	1	2	11	5
M1239v2TS159_2	1	1	1	1	1	1	2	7	3
M1239v2TS167_1	1	1	1	1	1	2	4	5	4
M1239v2TS167_2	1	1	1	1	1	2	4	5	34
M1239v2TS167_3	1	1	1	1	1	2	4	34	35
M1239v2TS167_4	1	1	1	1	1	13	30	35	36
M1239v2TS167_5	1	1	1	1	11	13	31	36	37
M1239v2TS204_1	1	1	1	1	1	11	18	24	20
M1239v2TS204_2	1	1	1	2	2	3	25	23	19
M1239v2TS204_3	1	1	1	1	1	1	11	90	111
M1239v2TS204_4	1	1	1	1	1	1	11	91	112
M1239v2TS204_5	1	1	1	1	1	1	55	92	113
M1239v2TS208_1	1	1	1	1	1	12	12	6	114
M1239v2TS208_2	1	1	1	1	1	12	12	6	115
M1239v2TS208_3	1	1	1	1	1	12	12	6	116
M1239v2TS208_4	1	1	1	1	1	12	12	6	117
M1239v2TS208_5	1	1	1	1	1	12	12	6	118
M1239v2TS231_1	1	1	1	2	2	3	56	93	119
M1239v2TS231_2	1	1	1	2	2	3	17	94	120
M1239v2TS231_3	1	1	1	2	2	3	17	95	121
M1239v2TS231_4	1	1	1	2	2	3	17	96	122
M1239v2TS231_5	1	1	1	2	2	3	17	97	123
M1239v2TS235_1	1	1	1	6	8	10	16	98	124
M1239v2TS235_2	1	1	7	6	8	10	16	99	125
M1239v2TS235_3	1	1	1	1	8	10	16	100	126
M1239v2TS235_4	1	1	1	1	8	10	16	101	127
M1239v2TS235_5	1	1	7	6	8	10	57	102	128
M1239v2TS241_1	1	2	4	10	15	25	58	103	129
M1239v2TS241_2	1	2	4	10	10	18	32	104	130
M1239v2TS241_3	1	2	2	3	5	7	13	105	131
M1239v2TS241_4	1	2	2	3	5	7	13	106	132
M1239v2TS241_5	1	2	4	3	10	18	32	107	133
M1239v2TS262_1	1	1	1	7	7	2	21	13	38
M1239v2TS262_2	1	1	1	1	1	4	33	37	39
M1239v2TS262_3	1	1	1	7	7	19	21	13	38
M1239v2TS262_4	1	1	1	1	1	4	33	37	39
M1239v2TS262_5	1	1	1	7	7	19	21	13	134
M1239v2TS272_1	1	1	1	5	6	9	5	28	24
M1239v2TS272_2	1	1	1	5	6	9	5	4	25
M1239v2TS272_3	1	1	1	5	6	9	5	4	26
M1239v2TS272_4	1	1	1	5	6	9	5	4	27
M1239v2TS272_5	1	1	1	5	6	9	5	29	28
M1239v2TS286_1	1	1	2	2	16	26	59	108	135
M1239v2TS286_2	1	1	1	1	1	1	60	109	136
M1239v2TS286_3	1	1	1	1	11	27	61	110	137
M1239v2TS286_4	1	1	1	1	1	12	2	111	138
M1239v2TS286_5	1	1	1	1	1	1	11	112	139
M1239v2TS294_1	1	1	1	1	3	5	7	113	140
M1239v2TS294_2	1	1	1	1	3	5	7	38	141
M1239v2TS294_3	1	1	1	1	3	5	7	114	142
M1239v2TS294_4	1	1	1	1	3	5	7	38	143
M1239v2TS294_5	1	1	1	1	3	5	7	115	144
M1239v2TS304_1	1	2	2	3	5	7	13	116	145
M1239v2TS304_2	1	2	2	3	5	7	13	117	146
M1239v2TS304_3	1	2	2	3	5	7	13	118	147
M1239v2TS304_4	1	2	2	3	5	7	19	119	148
M1239v2TS304_5	1	2	2	3	5	7	13	120	149
M1239v2TS325_2	1	1	1	1	1	1	2	7	3
M1239v2TS369_1	1	1	1	1	1	1	1	2	29
M1239v2TS369_2	1	1	1	1	1	1	1	31	30
M1239v2TS369_3	1	1	1	1	1	1	1	3	31
M1239v2TS369_4	1	1	1	1	1	4	1	32	32
M1239v2TS369_5	1	1	1	1	1	1	1	3	33
M1239v2TS450_1	1	1	1	1	1	2	4	5	4
M1239v2TS450_2	1	1	1	1	1	2	4	5	34
M1239v2TS450_3	1	1	1	1	1	2	4	34	35
M1239v2TS450_4	1	1	1	1	1	13	30	35	36
M1239v2TS450_5	1	1	1	1	11	13	31	36	37
M1239v2TS462_1	1	1	2	2	2	8	15	121	150
M1239v2TS462_2	1	1	1	2	2	3	9	122	151
M1239v2TS462_3	1	1	2	2	2	8	8	123	152
M1239v2TS462_4	1	1	2	2	2	8	8	124	153
M1239v2TS462_5	1	1	1	1	1	1	1	3	154
M1239v2TS481_1	1	1	1	1	1	1	2	125	155
M1239v2TS481_2	1	1	1	1	1	4	1	126	156
M1239v2TS481_3	1	1	2	2	2	14	62	127	157
M1239v2TS481_4	1	1	1	7	7	2	63	128	158
M1239v2TS481_5	1	1	6	9	13	28	64	129	159
M1239v2TS489_1	1	1	2	2	2	8	8	130	160
M1239v2TS489_2	1	1	2	2	2	8	8	131	161
M1239v2TS489_3	1	1	2	2	2	8	8	132	162
M1239v2TS489_4	1	1	1	1	1	4	6	133	163
M1239v2TS489_5	1	1	1	2	2	3	9	134	164
