target	model	t_id	m_id	residue_residue_cadscore	residue_residue_F1_of_areas	residue_residue_target_area	residue_residue_model_area	residue_residue_TP_area	residue_residue_FP_area	residue_residue_FN_area	chain_chain_cadscore	chain_chain_F1_of_areas	chain_chain_target_area	chain_chain_model_area	chain_chain_TP_area	chain_chain_FP_area	chain_chain_FN_area	renaming_of_model_chains	identity_of_residues	identity_of_atoms	identity_of_chains
9DXD-assembly1.cif	M1239v2TS450_5	214	198	0.156942	0.183208	19259.030893	5221.758213	3789.702746	18321.748715	15469.328147	0.514445	0.566596	19259.030893	14494.224557	11720.177255	10391.274207	7538.853638	.	100	100	100
9DXF-assembly1.cif	M1239v1TS208_2	215	39	0.155995	0.195266	19311.817793	4898.336632	3768.133465	15514.980989	15543.684328	0.497397	0.567172	19311.817793	12284.33038	10944.982236	8338.132219	8366.835557	.	100	100	100
9DXD-assembly1.cif	M1239v1TS294_2	214	69	0.15502	0.183173	19259.030893	4736.601769	3677.920904	17220.833504	15581.109989	0.513533	0.560203	19259.030893	13681.574917	11248.259732	9650.494676	8010.771161	.	100	100	100
9DXD-assembly1.cif	M1239v1TS481_3	214	97	0.154187	0.184467	19259.030893	4869.270853	3653.09872	16695.007576	15605.932173	0.491943	0.561074	19259.030893	12748.195532	11111.267428	9236.838868	8147.763465	.	100	100	100
9DXD-assembly1.cif	M1239v1TS294_3	214	70	0.151878	0.181122	19259.030893	4804.180346	3661.604445	17511.758392	15597.426448	0.518634	0.563667	19259.030893	13841.545597	11395.20637	9778.156467	7863.824523	.	100	100	100
9DXD-assembly1.cif	M1239v2TS167_4	214	136	0.15162	0.167289	19259.030893	4576.28763	3556.277861	19701.369219	15702.753032	0.494846	0.582472	19259.030893	15234.519769	12382.388157	10875.258923	6876.642735	.	100	100	100
9DXD-assembly1.cif	M1239v2TS450_4	214	197	0.15162	0.167289	19259.030893	4576.28763	3556.277861	19701.369219	15702.753032	0.494846	0.582472	19259.030893	15234.519769	12382.388157	10875.258923	6876.642735	.	100	100	100
9DXF-assembly1.cif	M1239v1TS208_1	215	38	0.151129	0.187831	19311.817793	4710.810794	3636.663122	15774.32828	15675.154671	0.504976	0.570068	19311.817793	12322.623706	11037.310686	8373.680716	8274.507107	.	100	100	100
9DXD-assembly1.cif	M1239v2TS033_2	214	117	0.149429	0.169815	19259.030893	4659.997747	3539.435348	18887.273195	15719.595545	0.481208	0.540011	19259.030893	16678.227904	11255.376448	11171.332096	8003.654445	.	100	100	100
9DXF-assembly1.cif	M1239v2TS028_5	215	115	0.149222	0.178053	19311.817793	4585.189169	3560.567608	17122.051568	15751.250186	0.508763	0.562335	19311.817793	13669.112399	11245.135327	9437.483848	8066.682466	.	100	100	100
9DXD-assembly1.cif	M1239v1TS294_4	214	71	0.146742	0.182216	19259.030893	4725.830737	3527.6257	15932.428383	15731.405193	0.516164	0.566084	19259.030893	14068.05758	10959.124693	8500.929389	8299.906199	.	100	100	100
9DXF-assembly1.cif	M1239v2TS286_2	215	174	0.144667	0.182698	19311.817793	4589.804189	3520.035159	15701.993796	15791.782634	0.46034	0.536148	19311.817793	12751.190913	10329.914315	8892.11464	8981.903478	.	100	100	100
9DXF-assembly1.cif	M1239v2TS028_3	215	113	0.144536	0.183843	19311.817793	4608.451583	3520.385483	15465.623227	15791.43231	0.507403	0.568015	19311.817793	11954.876864	10876.871011	8109.137699	8434.946782	.	100	100	100
9DXD-assembly1.cif	M1239v1TS294_5	214	72	0.144342	0.180933	19259.030893	4708.897724	3513.596884	16066.108463	15745.434009	0.519476	0.565071	19259.030893	14141.049919	10973.317484	8606.387862	8285.713408	.	100	100	100
9DXF-assembly1.cif	M1239v1TS033_2	215	12	0.137355	0.166057	19311.817793	4343.398885	3283.94163	16956.229669	16027.876163	0.507141	0.566483	19311.817793	13361.96152	11202.755468	9037.415831	8109.062325	.	100	100	100
9DXF-assembly1.cif	M1239v2TS167_2	215	134	0.136856	0.159994	19311.817793	4234.933284	3255.907213	18132.652417	16055.910581	0.547296	0.598596	19311.817793	13793.790472	12181.539965	9207.019665	7130.277828	.	100	100	100
9DXF-assembly1.cif	M1239v2TS450_2	215	195	0.136856	0.159994	19311.817793	4234.933284	3255.907213	18132.652417	16055.910581	0.547296	0.598596	19311.817793	13793.790472	12181.539965	9207.019665	7130.277828	.	100	100	100
9DXD-assembly1.cif	M1239v1TS481_2	214	96	0.135733	0.166272	19259.030893	4177.279019	3210.135007	16143.866546	16048.895886	0.487563	0.555069	19259.030893	12042.891694	10716.439403	8637.56215	8542.591489	.	100	100	100
9DXF-assembly1.cif	M1239v2TS167_5	215	137	0.132716	0.15902	19311.817793	4625.134007	3293.556569	18817.894893	16018.261224	0.515264	0.568071	19311.817793	14494.224557	11765.674796	10345.776665	7546.142997	.	100	100	100
9DXF-assembly1.cif	M1239v2TS450_5	215	198	0.132716	0.15902	19311.817793	4625.134007	3293.556569	18817.894893	16018.261224	0.515264	0.568071	19311.817793	14494.224557	11765.674796	10345.776665	7546.142997	.	100	100	100
9DXF-assembly1.cif	M1239v2TS167_3	215	135	0.132366	0.156493	19311.817793	4182.95551	3183.438183	18189.494987	16128.37961	0.554709	0.598531	19311.817793	13638.649389	12175.544315	9197.388854	7136.273478	.	100	100	100
9DXF-assembly1.cif	M1239v2TS450_3	215	196	0.132366	0.156493	19311.817793	4182.95551	3183.438183	18189.494987	16128.37961	0.554709	0.598531	19311.817793	13638.649389	12175.544315	9197.388854	7136.273478	.	100	100	100
9DXF-assembly1.cif	M1239v2TS167_1	215	133	0.131608	0.154895	19311.817793	4065.785085	3133.130372	18009.986881	16178.687421	0.537564	0.592591	19311.817793	13591.893331	11986.614913	9156.50234	7325.20288	.	100	100	100
9DXF-assembly1.cif	M1239v2TS450_1	215	194	0.131608	0.154895	19311.817793	4065.785085	3133.130372	18009.986881	16178.687421	0.537564	0.592591	19311.817793	13591.893331	11986.614913	9156.50234	7325.20288	.	100	100	100
9DXF-assembly1.cif	M1239v1TS033_1	215	11	0.131533	0.154823	19311.817793	4061.221519	3130.123438	17992.989193	16181.694356	0.537755	0.592723	19311.817793	13581.674532	11983.349735	9139.762895	7328.468058	.	100	100	100
9DXF-assembly1.cif	M1239v1TS481_3	215	97	0.127931	0.155369	19311.817793	4213.628329	3080.965596	17267.1407	16230.852197	0.48453	0.557372	19311.817793	12748.195532	11052.674932	9295.431365	8259.142862	.	100	100	100
9DXD-assembly1.cif	M1239v2TS489_1	214	209	0.126036	0.141938	19259.030893	3723.063009	2905.282441	18772.964834	16353.748451	0.199996	0.259929	19259.030893	8547.331154	5320.38931	16357.857966	13938.641583	.	100	100	100
9DXF-assembly1.cif	M1239v2TS033_2	215	117	0.125887	0.144642	19311.817793	3915.11254	3018.569295	19408.139248	16293.248498	0.467454	0.534418	19311.817793	14658.913837	11152.918662	11273.789881	8158.899131	.	100	100	100
9DXF-assembly1.cif	M1239v2TS167_4	215	136	0.125747	0.141604	19311.817793	3983.171037	3014.012811	20243.634269	16297.804982	0.509453	0.58899	19311.817793	15234.519769	12536.489538	10721.157543	6775.328256	.	100	100	100
9DXF-assembly1.cif	M1239v2TS450_4	215	197	0.125747	0.141604	19311.817793	3983.171037	3014.012811	20243.634269	16297.804982	0.509453	0.58899	19311.817793	15234.519769	12536.489538	10721.157543	6775.328256	.	100	100	100
9DXD-assembly1.cif	M1239v2TS489_2	214	210	0.123456	0.140092	19259.030893	3606.123117	2812.382771	18079.160177	16446.648122	0.216597	0.260674	19259.030893	8106.160025	5233.09683	15658.446117	14025.934063	.	100	100	100
9DXD-assembly1.cif	M1239v2TS286_1	214	173	0.120036	0.155809	19259.030893	3702.178075	2846.722206	14435.523381	16412.308687	0.262143	0.352419	19259.030893	9208.015991	6438.923462	10843.322124	12820.10743	.	100	100	100
9DXD-assembly1.cif	M1239v2TS033_5	214	120	0.119237	0.156418	19259.030893	4546.515841	3071.094086	16937.59118	16187.936806	0.539084	0.596507	19259.030893	14737.748213	11711.725846	8296.95942	7547.305047	.	100	100	100
9DXF-assembly1.cif	M1239v1TS481_2	215	96	0.113608	0.140171	19311.817793	3576.266486	2709.916203	16644.08535	16601.90159	0.485195	0.553794	19311.817793	12042.891694	10706.447828	8647.553726	8605.369966	.	100	100	100
9DXD-assembly1.cif	M1239v2TS489_3	214	211	0.104186	0.118971	19259.030893	3002.273035	2372.333618	18249.560506	16886.697274	0.219812	0.252514	19259.030893	7602.670959	5035.237267	15586.656858	14223.793626	.	100	100	100
9DXF-assembly1.cif	M1239v2TS033_5	215	120	0.101654	0.135651	19311.817793	3980.220151	2666.934497	17341.750769	16644.883297	0.549732	0.601598	19311.817793	13038.819278	11827.573324	8181.111942	7484.244469	.	100	100	100
9DXF-assembly1.cif	M1239v2TS286_1	215	173	0.100655	0.129447	19311.817793	2966.065422	2368.502332	14913.743255	16943.315461	0.249645	0.345945	19311.817793	9344.676068	6329.773412	10952.472174	12982.044381	.	100	100	100
9DXD-assembly1.cif	M1239v1TS028_2	214	7	0.100232	0.147001	19259.030893	4428.084132	2768.016693	15632.742522	16491.0142	0.452037	0.535738	19259.030893	13108.691234	10087.887866	8312.871349	9171.143027	.	100	100	100
9DXD-assembly1.cif	M1239v1TS110_2	214	22	0.096746	0.14434	19259.030893	4352.987704	2697.116843	15415.551683	16561.91405	0.452041	0.53346	19259.030893	12887.118407	9968.159143	8144.509384	9290.87175	.	100	100	100
9DXD-assembly1.cif	M1239v1TS028_1	214	6	0.089646	0.136297	19259.030893	4343.56934	2562.001275	15773.371284	16697.029617	0.446105	0.529971	19259.030893	12998.18483	9961.972209	8373.400351	9297.058684	.	100	100	100
9DXD-assembly1.cif	M1239v1TS091_3	214	18	0.08842	0.097483	19259.030893	2639.52113	2013.025093	20028.014288	17246.005799	0.339885	0.389048	19259.030893	14409.781836	8033.84599	14007.193391	11225.184902	.	100	100	100
9DXD-assembly1.cif	M1239v2TS091_1	214	121	0.08842	0.097483	19259.030893	2639.52113	2013.025093	20028.014288	17246.005799	0.339885	0.389048	19259.030893	14409.781836	8033.84599	14007.193391	11225.184902	.	100	100	100
9DXF-assembly1.cif	M1239v1TS235_1	215	43	0.087286	0.129762	19311.817793	2543.80919	2014.421275	9721.688868	17297.396519	0.223306	0.280361	19311.817793	5189.049078	4352.315528	7383.794614	14959.502265	.	50	50	66.666667
9DXF-assembly1.cif	M1239v2TS489_1	215	209	0.087159	0.097351	19311.817793	2486.213844	1995.218157	19683.029119	17316.599637	0.204682	0.269716	19311.817793	7138.538903	5527.829317	16150.417958	13783.988476	.	100	100	100
9DXD-assembly1.cif	M1239v1TS235_1	214	43	0.086432	0.128844	19259.030893	2478.51415	1996.773663	9739.336479	17262.257229	0.223918	0.280563	19259.030893	4844.398955	4348.048728	7388.061415	14910.982165	.	50	50	66.666667
9DXD-assembly1.cif	M1239v1TS262_4	214	56	0.085702	0.096443	19259.030893	2547.20653	1988.871928	19996.61212	17270.158965	0.312547	0.377145	19259.030893	12435.433023	7777.570995	14207.913053	11481.459897	.	100	100	100
9DXF-assembly1.cif	M1239v2TS489_2	215	210	0.083569	0.093864	19311.817793	2360.415104	1886.827121	19004.715827	17424.990672	0.222125	0.270118	19311.817793	6593.256801	5429.829199	15461.713749	13881.988595	.	100	100	100
9DXD-assembly1.cif	M1239v1TS262_5	214	57	0.081212	0.097839	19259.030893	2557.759199	1934.174426	18344.693676	17324.856466	0.319655	0.387016	19259.030893	11088.070321	7650.906284	12627.961818	11608.124609	.	100	100	100
9DXD-assembly1.cif	M1239v1TS262_2	214	54	0.080818	0.096418	19259.030893	2502.295486	1898.41979	18221.60657	17360.611103	0.316674	0.385661	19259.030893	10945.71064	7593.489028	12526.537332	11665.541864	.	100	100	100
9DXF-assembly1.cif	M1239v1TS028_2	215	7	0.079396	0.120779	19311.817793	3742.210876	2277.444839	16123.314376	17034.372954	0.445844	0.532386	19311.817793	11467.583132	10038.818179	8361.941036	9272.999614	.	100	100	100
9DXD-assembly1.cif	M1239v1TS241_1	214	48	0.077557	0.148659	19259.030893	3040.59133	2066.356721	6474.553305	17192.674171	0.229675	0.347011	19259.030893	6830.232425	4823.44583	3717.464197	14435.585063	.	54.890388	60.721696	83.333333
9DXF-assembly1.cif	M1239v1TS110_2	215	22	0.07731	0.120088	19311.817793	3721.559291	2247.117013	15865.551513	17064.70078	0.450276	0.532371	19311.817793	11228.049604	9961.852124	8150.816402	9349.965669	.	100	100	100
9DXF-assembly1.cif	M1239v1TS241_1	215	48	0.076906	0.14892	19311.817793	3070.251569	2073.919649	6466.990377	17237.898144	0.231796	0.34482	19311.817793	5127.769076	4802.086755	3738.823271	14509.731038	.	54.894515	60.729439	83.333333
9DXD-assembly1.cif	M1239v1TS262_3	214	55	0.076143	0.092302	19259.030893	2965.535072	1944.100682	20921.503345	17314.930211	0.320959	0.378691	19259.030893	12841.515075	7976.10582	14889.498207	11282.925073	.	100	100	100
9DXF-assembly1.cif	M1239v2TS272_3	215	170	0.073431	0.093279	19311.817793	2346.344034	1766.621657	16799.67651	17545.196136	0.32896	0.403362	19311.817793	10694.571766	7639.299908	10926.998259	11672.517885	.	100	100	100
9DXF-assembly1.cif	M1239v1TS272_2	215	59	0.073095	0.094916	19311.817793	2370.915199	1766.357278	16141.141151	17545.460516	0.380954	0.475614	19311.817793	10487.437308	8851.005076	9056.493352	10460.812718	.	100	100	100
9DXF-assembly1.cif	M1239v2TS272_2	215	169	0.073095	0.093752	19311.817793	2295.113608	1744.687906	16162.810522	17567.129887	0.309559	0.392276	19311.817793	10487.437308	7300.113099	10607.385329	12011.704694	.	100	100	100
9DXF-assembly1.cif	M1239v1TS272_4	215	61	0.073014	0.095027	19311.817793	2414.085918	1780.231977	16376.053687	17531.585816	0.419055	0.495222	19311.817793	10574.944659	9277.510866	8878.774798	10034.306928	.	100	100	100
9DXF-assembly1.cif	M1239v2TS272_4	215	171	0.073014	0.09387	19311.817793	2338.279422	1758.562606	16397.723058	17553.255188	0.341304	0.408213	19311.817793	10574.944659	7647.483548	10508.802116	11664.334246	.	100	100	100
