name	threshold_10	threshold_20	threshold_30	threshold_40	threshold_50	threshold_60	threshold_70	threshold_80	threshold_90
M1239v1TS262_3	1	1	1	1	11	15	18	24	21
M1239v1TS262_4	1	1	1	1	3	10	35	53	62
M1239v1TS262_5	1	1	1	1	1	10	19	25	22
M1239v1TS272_1	1	1	1	5	6	6	6	2	1
M1239v1TS272_2	1	1	1	5	6	6	6	2	1
M1239v1TS272_3	1	1	1	5	6	6	6	2	23
M1239v1TS272_4	1	1	1	5	6	6	6	2	1
M1239v1TS272_5	1	1	1	5	6	6	6	2	1
M1239v1TS286_1	1	1	1	1	3	11	11	54	63
M1239v1TS286_2	1	2	2	2	2	4	36	55	64
M1239v1TS286_3	1	1	1	1	3	11	37	56	65
M1239v1TS286_4	1	1	1	1	3	1	20	57	66
M1239v1TS286_5	1	1	2	2	2	3	38	58	67
M1239v1TS294_1	1	1	1	1	1	2	39	59	68
M1239v1TS294_2	1	1	1	1	1	1	1	1	69
M1239v1TS294_3	1	1	1	1	1	1	1	1	70
M1239v1TS294_4	1	1	1	1	1	1	2	5	71
M1239v1TS294_5	1	1	1	1	1	1	2	60	72
M1239v1TS304_1	1	2	2	3	4	5	9	23	20
M1239v1TS304_2	1	3	5	7	9	18	40	61	73
M1239v1TS304_3	1	3	5	7	12	19	41	62	74
M1239v1TS304_4	1	2	2	3	4	20	42	63	75
M1239v1TS304_5	1	2	2	3	4	5	43	64	76
M1239v1TS325_1	1	1	1	1	1	1	2	9	4
M1239v1TS325_2	1	1	1	1	1	1	2	4	2
M1239v1TS369_1	1	1	1	1	1	1	1	3	24
M1239v1TS369_2	1	1	1	1	1	1	1	1	25
M1239v1TS369_3	1	1	1	1	1	1	1	1	26
M1239v1TS369_4	1	1	1	1	1	1	1	26	27
M1239v1TS369_5	1	1	1	1	1	1	1	1	28
M1239v1TS450_1	1	1	1	1	1	1	1	1	13
M1239v1TS450_2	1	1	1	1	1	1	1	3	14
M1239v1TS450_3	1	1	1	1	1	1	1	1	15
M1239v1TS450_4	1	1	1	1	1	1	1	1	16
M1239v1TS450_5	1	1	1	1	1	1	1	1	17
M1239v1TS462_1	2	1	6	1	1	8	3	65	77
M1239v1TS462_2	1	1	1	1	1	8	12	66	78
M1239v1TS462_3	1	1	1	1	1	8	12	67	79
M1239v1TS462_4	1	1	1	1	1	8	12	68	80
M1239v1TS462_5	2	1	6	1	1	21	44	69	81
M1239v1TS481_1	1	1	1	1	1	1	2	5	82
M1239v1TS481_2	1	1	1	1	1	9	10	70	83
M1239v1TS481_3	1	1	1	1	1	1	45	71	84
M1239v1TS481_4	1	1	1	1	1	1	2	72	85
M1239v1TS481_5	3	4	7	9	13	22	46	73	86
M1239v1TS489_1	1	1	1	1	1	1	2	5	87
M1239v1TS489_2	1	1	1	1	1	1	2	5	88
M1239v1TS489_3	1	1	1	1	1	1	2	5	89
M1239v1TS489_4	1	1	1	1	1	1	2	5	90
M1239v1TS489_5	1	1	1	1	1	1	2	74	91
M1239v2TS028_1	1	1	2	2	2	3	4	6	92
M1239v2TS028_2	1	1	2	2	2	3	4	27	93
M1239v2TS028_3	1	1	1	1	1	1	1	75	94
M1239v2TS028_4	1	1	2	2	2	3	4	27	95
M1239v2TS028_5	1	1	1	1	1	1	1	76	96
M1239v2TS033_1	1	1	1	1	1	1	2	77	97
M1239v2TS033_2	1	1	1	1	1	2	47	78	98
M1239v2TS033_3	1	1	1	1	1	1	2	79	99
M1239v2TS033_4	1	1	1	1	1	2	3	80	100
M1239v2TS033_5	1	1	1	2	2	3	4	81	101
M1239v2TS091_1	1	1	1	6	7	12	15	15	8
M1239v2TS091_2	1	1	1	1	1	2	14	14	7
M1239v2TS091_3	1	1	1	1	1	2	3	13	6
M1239v2TS091_4	1	1	1	1	8	13	16	16	9
M1239v2TS091_5	1	1	1	1	1	1	1	17	10
M1239v2TS110_1	1	2	2	2	2	4	7	18	11
M1239v2TS110_2	1	1	1	2	2	3	4	19	12
M1239v2TS110_3	1	1	1	1	1	1	1	1	102
M1239v2TS110_4	1	1	1	6	7	1	8	82	103
M1239v2TS110_5	1	2	2	2	2	4	7	12	5
M1239v2TS159_1	1	1	1	1	1	1	2	9	4
M1239v2TS159_2	1	1	1	1	1	1	2	4	2
M1239v2TS167_1	1	1	1	1	1	2	3	7	3
M1239v2TS167_2	1	1	1	1	1	2	3	28	29
M1239v2TS167_3	1	1	1	1	1	2	3	29	30
M1239v2TS167_4	1	1	1	1	1	2	3	30	31
M1239v2TS167_5	1	1	1	1	1	2	21	31	32
M1239v2TS204_1	1	1	1	1	1	9	10	21	19
M1239v2TS204_2	1	1	1	2	2	3	4	20	18
M1239v2TS204_3	1	1	1	1	1	1	1	83	104
M1239v2TS204_4	1	1	1	1	1	1	1	84	105
M1239v2TS204_5	1	1	1	1	1	1	2	85	106
M1239v2TS208_1	1	1	1	1	3	1	22	10	107
M1239v2TS208_2	1	1	1	1	3	1	2	86	108
M1239v2TS208_3	1	1	1	1	3	1	2	10	109
M1239v2TS208_4	1	1	1	1	3	1	2	10	110
M1239v2TS208_5	1	1	1	1	3	1	22	87	111
M1239v2TS231_1	1	1	2	2	2	3	5	88	112
M1239v2TS231_2	1	1	2	2	2	3	5	89	113
M1239v2TS231_3	1	1	2	2	2	3	5	90	114
M1239v2TS231_4	1	1	2	2	2	3	5	91	115
M1239v2TS231_5	1	1	2	2	2	3	5	92	116
M1239v2TS235_1	1	1	3	4	5	7	48	93	117
M1239v2TS235_2	1	1	3	4	5	7	49	94	118
M1239v2TS235_3	1	1	1	4	5	7	50	95	119
M1239v2TS235_4	1	1	1	4	5	7	17	96	120
M1239v2TS235_5	1	1	3	4	5	7	51	97	121
M1239v2TS241_1	3	4	4	8	14	23	52	98	122
M1239v2TS241_2	1	2	4	8	10	16	23	99	123
M1239v2TS241_3	1	2	2	3	4	5	9	100	124
M1239v2TS241_4	1	2	2	3	4	5	24	101	125
M1239v2TS241_5	1	2	4	8	10	16	23	102	126
M1239v2TS262_1	1	1	1	1	1	2	13	11	127
M1239v2TS262_2	1	1	1	1	3	1	25	32	33
M1239v2TS262_3	1	1	1	1	1	2	13	11	128
M1239v2TS262_4	1	1	1	1	3	1	25	32	33
M1239v2TS262_5	1	1	1	1	1	2	13	11	129
M1239v2TS272_1	1	1	1	5	6	6	6	2	1
M1239v2TS272_2	1	1	1	5	6	6	6	2	1
M1239v2TS272_3	1	1	1	5	6	6	6	2	23
M1239v2TS272_4	1	1	1	5	6	6	6	2	1
M1239v2TS272_5	1	1	1	5	6	6	6	2	1
M1239v2TS286_1	1	2	1	10	15	24	53	103	130
M1239v2TS286_2	1	1	1	1	1	1	11	104	131
M1239v2TS286_3	1	1	1	1	1	25	54	105	132
M1239v2TS286_4	1	1	1	1	3	1	20	106	133
M1239v2TS286_5	1	1	1	1	3	11	11	107	134
M1239v2TS294_1	1	1	1	1	1	8	8	108	135
M1239v2TS294_2	1	1	1	1	1	8	8	109	136
M1239v2TS294_3	1	1	1	1	1	8	8	110	137
M1239v2TS294_4	1	1	1	1	1	8	8	111	138
M1239v2TS294_5	1	1	1	1	1	8	8	112	139
M1239v2TS304_1	1	2	2	3	4	5	9	113	140
M1239v2TS304_2	1	2	2	3	4	5	9	114	141
M1239v2TS304_3	1	2	2	3	4	5	24	115	142
M1239v2TS304_4	1	2	2	3	4	5	9	116	143
M1239v2TS304_5	1	2	2	3	4	5	9	117	144
M1239v2TS325_2	1	1	1	1	1	1	2	4	2
M1239v2TS369_1	1	1	1	1	1	1	1	3	24
M1239v2TS369_2	1	1	1	1	1	1	1	1	25
M1239v2TS369_3	1	1	1	1	1	1	1	1	26
M1239v2TS369_4	1	1	1	1	1	1	1	26	27
M1239v2TS369_5	1	1	1	1	1	1	1	1	28
M1239v2TS450_1	1	1	1	1	1	2	3	7	3
M1239v2TS450_2	1	1	1	1	1	2	3	28	29
M1239v2TS450_3	1	1	1	1	1	2	3	29	30
M1239v2TS450_4	1	1	1	1	1	2	3	30	31
M1239v2TS450_5	1	1	1	1	1	2	21	31	32
M1239v2TS462_1	1	2	2	2	2	4	7	118	145
M1239v2TS462_2	1	1	2	2	2	3	4	119	146
M1239v2TS462_3	1	2	2	2	2	4	7	120	147
M1239v2TS462_4	1	2	2	2	2	4	7	121	148
M1239v2TS462_5	1	1	1	1	1	1	1	1	149
M1239v2TS481_1	1	1	1	1	1	1	2	122	150
M1239v2TS481_2	1	1	1	1	1	1	1	123	151
M1239v2TS481_3	1	1	2	2	2	3	5	124	152
M1239v2TS481_4	2	1	1	1	1	2	55	125	153
M1239v2TS481_5	3	4	7	9	16	26	56	126	154
M1239v2TS489_1	1	2	2	2	2	4	7	127	155
M1239v2TS489_2	1	1	2	2	2	4	7	128	156
M1239v2TS489_3	1	2	2	2	2	4	7	129	157
M1239v2TS489_4	1	1	1	1	1	1	2	130	158
M1239v2TS489_5	1	1	2	2	2	3	5	131	159
