name	threshold_10	threshold_20	threshold_30	threshold_40	threshold_50	threshold_60	threshold_70	threshold_80	threshold_90
M1239v2TS028_1	1	1	1	1	1	1	6	3	98
M1239v2TS028_2	1	1	1	1	1	1	6	3	99
M1239v2TS028_3	1	1	1	1	1	1	1	1	100
M1239v2TS028_4	1	1	1	1	1	1	6	3	101
M1239v2TS028_5	1	1	1	1	1	1	2	6	102
M1239v2TS033_1	1	1	1	1	1	1	2	12	103
M1239v2TS033_2	1	1	1	1	1	1	2	57	104
M1239v2TS033_3	1	1	1	1	1	1	2	58	105
M1239v2TS033_4	1	1	1	1	1	1	1	59	106
M1239v2TS033_5	1	1	1	1	1	6	31	60	107
M1239v2TS091_1	1	1	1	1	1	1	2	4	11
M1239v2TS091_2	1	1	1	1	1	1	1	17	10
M1239v2TS091_3	1	1	1	1	1	1	1	16	9
M1239v2TS091_4	1	1	1	1	1	1	1	1	12
M1239v2TS091_5	1	1	1	1	1	6	15	18	13
M1239v2TS110_1	1	1	1	1	1	7	11	19	14
M1239v2TS110_2	1	1	1	1	1	10	16	20	15
M1239v2TS110_3	1	1	1	1	1	1	24	61	108
M1239v2TS110_4	1	1	1	1	1	1	24	62	109
M1239v2TS110_5	1	1	1	1	1	2	8	15	8
M1239v2TS159_1	1	1	1	1	1	1	1	1	5
M1239v2TS159_2	1	1	1	1	1	1	1	9	3
M1239v2TS167_1	1	1	1	1	1	1	5	5	4
M1239v2TS167_2	1	1	1	1	1	1	5	5	36
M1239v2TS167_3	1	1	1	1	1	1	5	5	37
M1239v2TS167_4	1	1	1	1	1	16	25	36	38
M1239v2TS167_5	1	1	1	1	1	1	26	37	39
M1239v2TS204_1	1	1	1	1	1	1	1	10	22
M1239v2TS204_2	1	1	1	1	5	9	17	23	21
M1239v2TS204_3	1	1	1	1	1	1	5	63	110
M1239v2TS204_4	1	1	1	1	1	1	5	64	111
M1239v2TS204_5	1	1	1	1	1	1	32	65	112
M1239v2TS208_1	1	1	1	1	1	1	1	38	113
M1239v2TS208_2	1	1	1	1	1	1	1	11	114
M1239v2TS208_3	1	1	1	1	1	1	1	38	115
M1239v2TS208_4	1	1	1	1	1	1	1	11	116
M1239v2TS208_5	1	1	1	1	1	1	1	11	117
M1239v2TS231_1	1	1	1	1	1	2	13	66	118
M1239v2TS231_2	1	1	1	1	1	6	27	67	119
M1239v2TS231_3	1	1	1	1	1	1	13	68	120
M1239v2TS231_4	1	1	1	1	1	1	6	69	121
M1239v2TS231_5	1	1	1	1	1	2	27	70	122
M1239v2TS235_1	1	1	1	1	1	1	1	1	123
M1239v2TS235_2	1	1	1	1	1	1	1	7	124
M1239v2TS235_3	1	1	1	1	1	1	1	1	125
M1239v2TS235_4	1	1	1	1	1	1	1	1	126
M1239v2TS235_5	1	1	1	1	1	1	13	71	127
M1239v2TS241_1	1	2	2	2	2	3	4	13	128
M1239v2TS241_2	1	2	2	2	2	3	4	72	129
M1239v2TS241_3	1	2	2	2	2	3	4	73	130
M1239v2TS241_4	1	2	2	2	2	3	4	74	131
M1239v2TS241_5	1	2	2	2	2	5	7	75	132
M1239v2TS262_1	1	1	1	1	1	2	14	14	7
M1239v2TS262_2	1	1	1	1	1	1	2	39	40
M1239v2TS262_3	1	1	1	1	1	2	14	14	7
M1239v2TS262_4	1	1	1	1	1	1	2	39	40
M1239v2TS262_5	1	1	1	1	1	2	14	14	7
M1239v2TS272_1	1	1	3	4	6	11	19	27	26
M1239v2TS272_2	1	1	3	3	4	12	20	28	27
M1239v2TS272_3	1	1	3	3	7	13	21	29	28
M1239v2TS272_4	1	1	3	3	4	14	22	30	29
M1239v2TS272_5	1	1	4	5	8	15	23	31	30
M1239v2TS286_1	1	1	1	1	1	1	6	76	133
M1239v2TS286_2	1	1	1	1	1	8	2	77	134
M1239v2TS286_3	1	1	1	1	1	1	33	78	135
M1239v2TS286_4	1	1	1	1	1	1	1	1	136
M1239v2TS286_5	1	1	1	1	1	1	5	79	137
M1239v2TS294_1	1	1	1	1	1	1	1	1	138
M1239v2TS294_2	1	1	1	1	1	1	1	1	6
M1239v2TS294_3	1	1	1	1	1	1	1	1	139
M1239v2TS294_4	1	1	1	1	1	1	1	1	140
M1239v2TS294_5	1	1	1	1	1	1	1	7	141
M1239v2TS304_1	1	2	2	2	2	3	4	80	142
M1239v2TS304_2	1	2	2	2	2	3	4	81	143
M1239v2TS304_3	1	2	2	2	2	3	4	82	144
M1239v2TS304_4	1	2	2	2	2	5	7	8	145
M1239v2TS304_5	1	2	2	2	2	3	4	83	146
M1239v2TS325_2	1	1	1	1	1	1	1	9	3
M1239v2TS369_1	1	1	1	1	1	1	2	32	31
M1239v2TS369_2	1	1	1	1	1	1	10	33	32
M1239v2TS369_3	1	1	1	1	1	1	2	6	33
M1239v2TS369_4	1	1	1	1	1	1	10	34	34
M1239v2TS369_5	1	1	1	1	1	1	1	4	35
M1239v2TS450_1	1	1	1	1	1	1	5	5	4
M1239v2TS450_2	1	1	1	1	1	1	5	5	36
M1239v2TS450_3	1	1	1	1	1	1	5	5	37
M1239v2TS450_4	1	1	1	1	1	16	25	36	38
M1239v2TS450_5	1	1	1	1	1	1	26	37	39
M1239v2TS462_1	1	1	1	1	1	2	6	84	147
M1239v2TS462_2	1	1	1	1	1	1	1	3	148
M1239v2TS462_3	1	1	1	1	1	2	8	85	149
M1239v2TS462_4	1	1	1	1	1	2	12	86	150
M1239v2TS462_5	1	1	1	1	1	1	2	87	151
M1239v2TS481_1	1	1	1	1	1	1	2	88	152
M1239v2TS481_2	1	1	1	1	1	1	34	89	153
M1239v2TS481_3	1	1	1	1	1	2	35	90	154
M1239v2TS481_4	1	1	1	1	1	1	1	1	155
M1239v2TS481_5	1	1	1	1	1	1	2	91	156
M1239v2TS489_1	1	1	1	1	1	2	8	40	157
M1239v2TS489_2	1	1	1	1	1	2	8	40	158
M1239v2TS489_3	1	1	1	1	1	2	8	92	159
M1239v2TS489_4	1	1	1	1	1	1	1	35	160
M1239v2TS489_5	1	1	1	1	1	1	1	11	161
