threshold_percents	cluster_id	representative	cluster_size
90	10	M1239v1TS091_2	2
90	11	M1239v1TS091_3	2
90	12	M1239v1TS091_4	2
90	13	M1239v1TS091_5	2
90	14	M1239v1TS110_4	2
90	15	M1239v1TS110_5	2
90	16	M1239v1TS167_1	2
90	17	M1239v1TS167_2	2
90	18	M1239v1TS167_3	2
90	19	M1239v1TS167_4	2
90	20	M1239v1TS167_5	2
90	21	M1239v1TS204_1	2
90	22	M1239v1TS204_2	2
90	23	M1239v1TS241_5	2
90	24	M1239v1TS262_1	2
90	25	M1239v1TS262_2	2
90	26	M1239v1TS272_1	2
90	27	M1239v1TS272_2	2
90	28	M1239v1TS272_3	2
90	29	M1239v1TS272_4	2
90	30	M1239v1TS272_5	2
90	31	M1239v1TS369_1	2
90	32	M1239v1TS369_2	2
90	33	M1239v1TS369_3	2
90	34	M1239v1TS369_4	2
90	35	M1239v1TS369_5	2
90	36	M1239v2TS167_2	2
90	37	M1239v2TS167_3	2
90	38	M1239v2TS167_4	2
90	39	M1239v2TS167_5	2
90	40	M1239v2TS262_2	2
90	41	M1239v1TS028_1	1
90	42	M1239v1TS028_2	1
90	43	M1239v1TS028_3	1
90	44	M1239v1TS028_4	1
90	45	M1239v1TS033_2	1
90	46	M1239v1TS033_3	1
90	47	M1239v1TS033_4	1
90	48	M1239v1TS033_5	1
90	49	M1239v1TS110_1	1
90	50	M1239v1TS110_2	1
90	51	M1239v1TS110_3	1
90	52	M1239v1TS204_3	1
90	53	M1239v1TS204_4	1
90	54	M1239v1TS204_5	1
90	55	M1239v1TS208_1	1
90	56	M1239v1TS208_2	1
90	57	M1239v1TS208_4	1
90	58	M1239v1TS231_1	1
90	59	M1239v1TS231_2	1
90	60	M1239v1TS235_1	1
90	61	M1239v1TS235_2	1
90	62	M1239v1TS235_3	1
90	63	M1239v1TS235_4	1
90	64	M1239v1TS235_5	1
90	65	M1239v1TS241_1	1
90	66	M1239v1TS241_2	1
90	67	M1239v1TS241_3	1
90	68	M1239v1TS241_4	1
90	69	M1239v1TS262_4	1
90	70	M1239v1TS286_1	1
90	71	M1239v1TS286_2	1
90	72	M1239v1TS286_3	1
90	73	M1239v1TS286_4	1
90	74	M1239v1TS286_5	1
90	75	M1239v1TS294_1	1
90	76	M1239v1TS294_2	1
90	77	M1239v1TS294_3	1
90	78	M1239v1TS294_5	1
90	79	M1239v1TS304_2	1
90	80	M1239v1TS304_3	1
90	81	M1239v1TS304_4	1
90	82	M1239v1TS304_5	1
90	83	M1239v1TS462_1	1
90	84	M1239v1TS462_2	1
90	85	M1239v1TS462_3	1
90	86	M1239v1TS462_4	1
90	87	M1239v1TS462_5	1
90	88	M1239v1TS481_1	1
90	89	M1239v1TS481_2	1
90	90	M1239v1TS481_3	1
90	91	M1239v1TS481_5	1
90	92	M1239v1TS489_1	1
90	93	M1239v1TS489_2	1
90	94	M1239v1TS489_3	1
90	95	M1239v1TS489_4	1
90	96	M1239v1TS489_5	1
90	97	M1239v2TS014_1	1
90	98	M1239v2TS028_1	1
90	99	M1239v2TS028_2	1
90	100	M1239v2TS028_3	1
90	101	M1239v2TS028_4	1
90	102	M1239v2TS028_5	1
90	103	M1239v2TS033_1	1
90	104	M1239v2TS033_2	1
90	105	M1239v2TS033_3	1
90	106	M1239v2TS033_4	1
90	107	M1239v2TS033_5	1
90	108	M1239v2TS110_3	1
90	109	M1239v2TS110_4	1
90	110	M1239v2TS204_3	1
90	111	M1239v2TS204_4	1
90	112	M1239v2TS204_5	1
90	113	M1239v2TS208_1	1
90	114	M1239v2TS208_2	1
90	115	M1239v2TS208_3	1
90	116	M1239v2TS208_4	1
90	117	M1239v2TS208_5	1
90	118	M1239v2TS231_1	1
90	119	M1239v2TS231_2	1
90	120	M1239v2TS231_3	1
90	121	M1239v2TS231_4	1
90	122	M1239v2TS231_5	1
90	123	M1239v2TS235_1	1
90	124	M1239v2TS235_2	1
90	125	M1239v2TS235_3	1
90	126	M1239v2TS235_4	1
90	127	M1239v2TS235_5	1
90	128	M1239v2TS241_1	1
90	129	M1239v2TS241_2	1
90	130	M1239v2TS241_3	1
90	131	M1239v2TS241_4	1
90	132	M1239v2TS241_5	1
90	133	M1239v2TS286_1	1
90	134	M1239v2TS286_2	1
90	135	M1239v2TS286_3	1
90	136	M1239v2TS286_4	1
90	137	M1239v2TS286_5	1
90	138	M1239v2TS294_1	1
90	139	M1239v2TS294_3	1
90	140	M1239v2TS294_4	1
90	141	M1239v2TS294_5	1
90	142	M1239v2TS304_1	1
90	143	M1239v2TS304_2	1
90	144	M1239v2TS304_3	1
90	145	M1239v2TS304_4	1
90	146	M1239v2TS304_5	1
90	147	M1239v2TS462_1	1
90	148	M1239v2TS462_2	1
90	149	M1239v2TS462_3	1
90	150	M1239v2TS462_4	1
90	151	M1239v2TS462_5	1
90	152	M1239v2TS481_1	1
90	153	M1239v2TS481_2	1
90	154	M1239v2TS481_3	1
90	155	M1239v2TS481_4	1
90	156	M1239v2TS481_5	1
90	157	M1239v2TS489_1	1
90	158	M1239v2TS489_2	1
90	159	M1239v2TS489_3	1
90	160	M1239v2TS489_4	1
90	161	M1239v2TS489_5	1

