target	model	t_id	m_id	residue_residue_cadscore	renaming_of_model_chains
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_49.pdb	0	5003	0.739758	.
8BWL-assembly1.cif	cf_dropout_full_woTemplates_model_3_multimer_v1_pred_38.pdb	0	6465	0.739672	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_1.pdb	0	5965	0.739645	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_2_multimer_v3_pred_13.pdb	0	2351	0.739616	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_58.pdb	0	6018	0.739508	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_41.pdb	0	3655	0.739434	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_24.pdb	0	5981	0.739375	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_59.pdb	0	3004	0.739321	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_12.pdb	0	5968	0.739228	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_47.pdb	0	6006	0.739125	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_3.pdb	0	2235	0.738938	.
8BWL-assembly1.cif	cf_dropout_full_woTemplates_model_1_multimer_v3_pred_7.pdb	0	6229	0.738758	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_36.pdb	0	4989	0.738695	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_25.pdb	0	4977	0.738636	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_44.pdb	0	4998	0.738575	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_18.pdb	0	2959	0.738573	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_10.pdb	0	2951	0.738485	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_36.pdb	0	5994	0.738479	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_44.pdb	0	6003	0.73843	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_0.pdb	0	2949	0.738399	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_48.pdb	0	2992	0.738396	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_59.pdb	0	3540	0.738361	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_11.pdb	0	5967	0.738248	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_9.pdb	0	6030	0.73824	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_16.pdb	0	5972	0.738175	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_2_multimer_v3_pred_9.pdb	0	2412	0.738163	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_39.pdb	0	3384	0.738072	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_34.pdb	0	5992	0.738059	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_20.pdb	0	2962	0.738057	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v1_pred_34.pdb	0	5456	0.738057	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_3.pdb	0	2972	0.738009	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_53.pdb	0	8023	0.737948	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_34.pdb	0	4987	0.737941	.
8BWL-assembly1.cif	cf_woTemplates_model_2_multimer_v3_pred_36.pdb	0	7401	0.737876	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_21.pdb	0	5978	0.737874	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_59.pdb	0	6019	0.737858	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_25.pdb	0	5982	0.737726	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_40.pdb	0	3989	0.737667	.
8BWL-assembly1.cif	afm_dropout_full_model_4_multimer_v1_pred_41.pdb	0	1645	0.737492	.
8BWL-assembly1.cif	afm_dropout_full_model_4_multimer_v1_pred_52.pdb	0	1657	0.737483	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_25.pdb	0	2967	0.73748	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_14.pdb	0	3558	0.737389	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_45.pdb	0	8014	0.737181	.
8BWL-assembly1.cif	afm_dropout_full_model_5_multimer_v1_pred_20.pdb	0	1823	0.73716	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_7.pdb	0	4018	0.737084	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_20.pdb	0	4972	0.737073	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_34.pdb	0	8002	0.736943	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_54.pdb	0	2463	0.736927	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_13.pdb	0	4227	0.736912	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_45.pdb	0	4463	0.736857	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_45.pdb	0	2989	0.736838	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v2_pred_63.pdb	0	5555	0.73679	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_1.pdb	0	3151	0.736682	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_4_multimer_v3_pred_14.pdb	0	4764	0.736667	.
8BWL-assembly1.cif	afm_dropout_full_model_4_multimer_v1_pred_34.pdb	0	1637	0.736573	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_34.pdb	0	3982	0.736513	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_45.pdb	0	3994	0.736494	.
8BWL-assembly1.cif	cf_dropout_full_woTemplates_model_3_multimer_v1_pred_55.pdb	0	6484	0.736485	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_26.pdb	0	7993	0.736431	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_2_multimer_v3_pred_6.pdb	0	2402	0.736384	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v3_pred_8.pdb	0	5627	0.736348	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_49.pdb	0	8018	0.736191	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_3_multimer_v3_pred_41.pdb	0	2583	0.736143	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_27.pdb	0	4443	0.736135	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_5.pdb	0	6009	0.736103	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_15.pdb	0	7981	0.735996	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_24.pdb	0	4239	0.735948	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_35.pdb	0	5993	0.735918	.
8BWL-assembly1.cif	cf_woTemplates_model_3_multimer_v1_pred_58.pdb	0	7492	0.735898	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v2_pred_27.pdb	0	5515	0.735828	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_16.pdb	0	4967	0.735824	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_58.pdb	0	4008	0.735766	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v3_pred_25.pdb	0	5580	0.735713	.
8BWL-assembly1.cif	cf_dropout_full_woTemplates_model_5_multimer_v3_pred_22.pdb	0	6984	0.735607	.
8BWL-assembly1.cif	afm_woTemplates_model_2_multimer_v3_pred_35.pdb	0	5390	0.735576	.
8BWL-assembly1.cif	cf_dropout_full_woTemplates_model_3_multimer_v1_pred_41.pdb	0	6469	0.735558	.
8BWL-assembly1.cif	afm_woTemplates_model_4_multimer_v3_pred_42.pdb	0	5800	0.735547	.
8BWL-assembly1.cif	afm_dropout_full_model_5_multimer_v3_pred_8.pdb	0	2009	0.735533	.
8BWL-assembly1.cif	cf_dropout_full_woTemplates_model_1_multimer_v3_pred_14.pdb	0	6171	0.735447	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_24.pdb	0	2966	0.735361	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_48.pdb	0	3997	0.735333	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_24.pdb	0	4976	0.735299	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v1_pred_61.pdb	0	5888	0.735219	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_21.pdb	0	3968	0.735159	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_40.pdb	0	3386	0.735023	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_13.pdb	0	5969	0.735016	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_5.pdb	0	3396	0.734999	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v3_pred_39.pdb	0	5595	0.734941	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_35.pdb	0	3514	0.734918	.
8BWL-assembly1.cif	cf_woTemplates_model_3_multimer_v1_pred_59.pdb	0	7493	0.734873	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_49.pdb	0	2993	0.734866	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v3_pred_53.pdb	0	5611	0.734849	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_2_multimer_v2_pred_14.pdb	0	2285	0.734848	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_1_multimer_v3_pred_43.pdb	0	4193	0.73481	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v3_pred_57.pdb	0	5615	0.734733	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_19.pdb	0	5975	0.734723	.
8BWL-assembly1.cif	afm_woTemplates_model_4_multimer_v3_pred_19.pdb	0	5774	0.734694	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_33.pdb	0	8001	0.734667	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_52.pdb	0	2997	0.734648	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_31.pdb	0	5989	0.73462	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v2_pred_47.pdb	0	5537	0.734616	.
8BWL-assembly1.cif	cf_woTemplates_model_2_multimer_v3_pred_53.pdb	0	7420	0.734541	.
8BWL-assembly1.cif	cf_woTemplates_model_3_multimer_v1_pred_57.pdb	0	7491	0.734528	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_13.pdb	0	4964	0.734514	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_40.pdb	0	2247	0.734509	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_52.pdb	0	8022	0.734492	.
8BWL-assembly1.cif	afm_dropout_full_model_3_multimer_v1_pred_54.pdb	0	1458	0.734414	.
8BWL-assembly1.cif	afm_woTemplates_model_4_multimer_v3_pred_14.pdb	0	5769	0.734404	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_61.pdb	0	3007	0.734383	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_58.pdb	0	8028	0.734375	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_64.pdb	0	3010	0.734357	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_3_multimer_v1_pred_7.pdb	0	4487	0.734335	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_38.pdb	0	3383	0.734314	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_38.pdb	0	4991	0.734169	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_5.pdb	0	3530	0.734136	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_28.pdb	0	5985	0.734079	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_4_multimer_v3_pred_30.pdb	0	2772	0.734074	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v3_pred_5.pdb	0	5607	0.733998	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_46.pdb	0	8015	0.733954	.
8BWL-assembly1.cif	afm_dropout_full_model_4_multimer_v1_pred_62.pdb	0	1668	0.733915	.
8BWL-assembly1.cif	afm_dropout_full_model_2_multimer_v2_pred_40.pdb	0	1309	0.733887	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v2_pred_50.pdb	0	5541	0.733872	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_57.pdb	0	6017	0.733872	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v3_pred_1.pdb	0	5563	0.73385	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_2_multimer_v3_pred_52.pdb	0	4404	0.733843	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_65.pdb	0	6026	0.733817	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_1.pdb	0	7975	0.73381	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_1_multimer_v3_pred_2.pdb	0	2157	0.733786	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v1_pred_28.pdb	0	5449	0.733723	.
8BWL-assembly1.cif	afm_woTemplates_model_4_multimer_v3_pred_66.pdb	0	5826	0.733722	.
8BWL-assembly1.cif	cf_dropout_full_woTemplates_model_5_multimer_v3_pred_65.pdb	0	7031	0.733716	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_5_multimer_v3_pred_14.pdb	0	4965	0.733698	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_56.pdb	0	3805	0.733687	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_2.pdb	0	5976	0.7336	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_3_multimer_v3_pred_9.pdb	0	2613	0.73358	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_60.pdb	0	8031	0.733543	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_2.pdb	0	2961	0.733539	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_1_multimer_v3_pred_62.pdb	0	2204	0.733517	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_3_multimer_v2_pred_48.pdb	0	2523	0.73348	.
8BWL-assembly1.cif	afm_basic_model_4_multimer_v3_pred_3.pdb	0	761	0.733469	.
8BWL-assembly1.cif	afm_dropout_full_model_3_multimer_v1_pred_10.pdb	0	1410	0.733456	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_19.pdb	0	4300	0.733432	.
8BWL-assembly1.cif	afm_basic_model_3_multimer_v1_pred_27.pdb	0	423	0.733424	.
8BWL-assembly1.cif	afm_dropout_full_model_1_multimer_v1_pred_37.pdb	0	1037	0.733392	.
8BWL-assembly1.cif	afm_woTemplates_model_1_multimer_v3_pred_48.pdb	0	5203	0.733238	.
8BWL-assembly1.cif	afm_basic_model_4_multimer_v1_pred_11.pdb	0	607	0.733235	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v3_pred_34.pdb	0	5590	0.733232	.
8BWL-assembly1.cif	cf_dropout_full_woTemplates_model_5_multimer_v3_pred_66.pdb	0	7032	0.733117	.
8BWL-assembly1.cif	afm_woTemplates_model_5_multimer_v3_pred_41.pdb	0	6000	0.733073	.
8BWL-assembly1.cif	cf_dropout_full_woTemplates_model_5_multimer_v3_pred_43.pdb	0	7007	0.73307	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_56.pdb	0	3001	0.73304	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v2_pred_57.pdb	0	5548	0.73299	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_24.pdb	0	7991	0.732982	.
8BWL-assembly1.cif	cf_woTemplates_model_3_multimer_v2_pred_5.pdb	0	7550	0.732982	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_9.pdb	0	8040	0.732931	.
8BWL-assembly1.cif	afm_dropout_full_model_5_multimer_v3_pred_59.pdb	0	1999	0.732918	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_36.pdb	0	2041	0.732859	.
8BWL-assembly1.cif	cf_dropout_full_woTemplates_model_5_multimer_v3_pred_34.pdb	0	6997	0.732736	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v2_pred_9.pdb	0	5561	0.732713	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_23.pdb	0	2429	0.732665	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_3.pdb	0	2436	0.732656	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v2_pred_23.pdb	0	5511	0.732644	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_16.pdb	0	3359	0.732629	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_57.pdb	0	3002	0.732615	.
8BWL-assembly1.cif	afm_dropout_full_model_2_multimer_v3_pred_66.pdb	0	1404	0.73261	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_3_multimer_v2_pred_5.pdb	0	2525	0.73256	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_r3_model_4_multimer_v3_pred_30.pdb	0	3777	0.732537	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_30.pdb	0	2973	0.732534	.
8BWL-assembly1.cif	afm_woTemplates_model_4_multimer_v3_pred_28.pdb	0	5784	0.732518	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_25.pdb	0	2431	0.732489	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_3_multimer_v2_pred_23.pdb	0	2496	0.732408	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v1_pred_43.pdb	0	5466	0.732385	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_5_multimer_v3_pred_33.pdb	0	2976	0.732371	.
8BWL-assembly1.cif	afm_woTemplates_model_3_multimer_v3_pred_18.pdb	0	5572	0.732303	.
8BWL-assembly1.cif	afm_dropout_noSM_woTemplates_model_3_multimer_v2_pred_52.pdb	0	4538	0.732278	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v1_pred_47.pdb	0	7882	0.732217	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_4.pdb	0	8008	0.7322	.
8BWL-assembly1.cif	cf_woTemplates_model_2_multimer_v3_pred_52.pdb	0	7419	0.732194	.
8BWL-assembly1.cif	afm_dropout_full_model_1_multimer_v1_pred_40.pdb	0	1041	0.732173	.
8BWL-assembly1.cif	afm_woTemplates_model_4_multimer_v3_pred_4.pdb	0	5797	0.732103	.
8BWL-assembly1.cif	cf_woTemplates_model_5_multimer_v3_pred_56.pdb	0	8026	0.732078	.
8BWL-assembly1.cif	afm_dropout_full_woTemplates_model_3_multimer_v3_pred_38.pdb	0	2579	0.732077	.
