target	model	t_id	m_id	residue_residue_cadscore	residue_residue_F1_of_areas	residue_residue_target_area	residue_residue_model_area	residue_residue_TP_area	residue_residue_FP_area	residue_residue_FN_area	chain_chain_cadscore	chain_chain_F1_of_areas	chain_chain_target_area	chain_chain_model_area	chain_chain_TP_area	chain_chain_FP_area	chain_chain_FN_area	identity_of_residues	identity_of_atoms	identity_of_chains
9DXF-assembly1.cif	M1239v1TS033_2	215	12	0	0	14222.136574	0	0	13936.27523	14222.136574	0	0	14222.136574	0	0	13936.27523	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS033_3	214	13	0	0	14204.698146	0	0	14400.7032	14204.698146	0	0	14204.698146	0	0	14400.7032	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS033_3	215	13	0	0	14222.136574	0	0	14400.7032	14222.136574	0	0	14222.136574	0	0	14400.7032	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS033_4	214	14	0	0	14204.698146	0	0	15004.833196	14204.698146	0	0	14204.698146	0	0	15004.833196	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS033_4	215	14	0	0	14222.136574	0	0	15004.833196	14222.136574	0	0	14222.136574	0	0	15004.833196	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS033_5	214	15	0	0	14204.698146	0	0	15906.203853	14204.698146	0	0	14204.698146	0	0	15906.203853	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS033_5	215	15	0	0	14222.136574	0	0	15906.203853	14222.136574	0	0	14222.136574	0	0	15906.203853	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS091_1	214	16	0	0	14204.698146	0	0	16047.345795	14204.698146	0	0	14204.698146	0	0	16047.345795	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS091_1	215	16	0	0	14222.136574	0	0	16047.345795	14222.136574	0	0	14222.136574	0	0	16047.345795	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS091_2	214	17	0	0	14204.698146	0	0	15999.980238	14204.698146	0	0	14204.698146	0	0	15999.980238	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS091_2	215	17	0	0	14222.136574	0	0	15999.980238	14222.136574	0	0	14222.136574	0	0	15999.980238	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS091_3	214	18	0	0	14204.698146	0	0	15308.941003	14204.698146	0	0	14204.698146	0	0	15308.941003	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS091_3	215	18	0	0	14222.136574	0	0	15308.941003	14222.136574	0	0	14222.136574	0	0	15308.941003	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS091_4	214	19	0	0	14204.698146	0	0	16805.257991	14204.698146	0	0	14204.698146	0	0	16805.257991	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS091_4	215	19	0	0	14222.136574	0	0	16805.257991	14222.136574	0	0	14222.136574	0	0	16805.257991	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS091_5	214	20	0	0	14204.698146	0	0	15121.59012	14204.698146	0	0	14204.698146	0	0	15121.59012	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS091_5	215	20	0	0	14222.136574	0	0	15121.59012	14222.136574	0	0	14222.136574	0	0	15121.59012	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS110_1	214	21	0	0	14204.698146	0	0	14340.273222	14204.698146	0	0	14204.698146	0	0	14340.273222	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS110_1	215	21	0	0	14222.136574	0	0	14340.273222	14222.136574	0	0	14222.136574	0	0	14340.273222	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS110_2	214	22	0	0	14204.698146	0	0	13878.780013	14204.698146	0	0	14204.698146	0	0	13878.780013	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS110_2	215	22	0	0	14222.136574	0	0	13878.780013	14222.136574	0	0	14222.136574	0	0	13878.780013	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS110_3	214	23	0	0	14204.698146	0	0	15076.240133	14204.698146	0	0	14204.698146	0	0	15076.240133	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS110_3	215	23	0	0	14222.136574	0	0	15076.240133	14222.136574	0	0	14222.136574	0	0	15076.240133	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS110_4	214	24	0	0	14204.698146	0	0	14790.000625	14204.698146	0	0	14204.698146	0	0	14790.000625	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS110_4	215	24	0	0	14222.136574	0	0	14790.000625	14222.136574	0	0	14222.136574	0	0	14790.000625	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS110_5	214	25	0	0	14204.698146	0	0	13918.919885	14204.698146	0	0	14204.698146	0	0	13918.919885	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS110_5	215	25	0	0	14222.136574	0	0	13918.919885	14222.136574	0	0	14222.136574	0	0	13918.919885	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS159_1	214	26	0	0	14204.698146	0	0	14610.793291	14204.698146	0	0	14204.698146	0	0	14610.793291	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS159_1	215	26	0	0	14222.136574	0	0	14610.793291	14222.136574	0	0	14222.136574	0	0	14610.793291	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS159_2	214	27	0	0	14204.698146	0	0	14926.993652	14204.698146	0	0	14204.698146	0	0	14926.993652	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS159_2	215	27	0	0	14222.136574	0	0	14926.993652	14222.136574	0	0	14222.136574	0	0	14926.993652	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS167_1	214	28	0	0	14204.698146	0	0	14414.488643	14204.698146	0	0	14204.698146	0	0	14414.488643	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS167_1	215	28	0	0	14222.136574	0	0	14414.488643	14222.136574	0	0	14222.136574	0	0	14414.488643	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS167_2	214	29	0	0	14204.698146	0	0	14231.462889	14204.698146	0	0	14204.698146	0	0	14231.462889	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS167_2	215	29	0	0	14222.136574	0	0	14231.462889	14222.136574	0	0	14222.136574	0	0	14231.462889	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS167_3	214	30	0	0	14204.698146	0	0	14048.075801	14204.698146	0	0	14204.698146	0	0	14048.075801	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS167_3	215	30	0	0	14222.136574	0	0	14048.075801	14222.136574	0	0	14222.136574	0	0	14048.075801	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS167_4	214	31	0	0	14204.698146	0	0	14772.065428	14204.698146	0	0	14204.698146	0	0	14772.065428	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS167_4	215	31	0	0	14222.136574	0	0	14772.065428	14222.136574	0	0	14222.136574	0	0	14772.065428	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS167_5	214	32	0	0	14204.698146	0	0	14255.58265	14204.698146	0	0	14204.698146	0	0	14255.58265	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS167_5	215	32	0	0	14222.136574	0	0	14255.58265	14222.136574	0	0	14222.136574	0	0	14255.58265	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS204_1	214	33	0	0	14204.698146	0	0	14375.339786	14204.698146	0	0	14204.698146	0	0	14375.339786	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS204_1	215	33	0	0	14222.136574	0	0	14375.339786	14222.136574	0	0	14222.136574	0	0	14375.339786	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS204_2	214	34	0	0	14204.698146	0	0	15188.544206	14204.698146	0	0	14204.698146	0	0	15188.544206	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS204_2	215	34	0	0	14222.136574	0	0	15188.544206	14222.136574	0	0	14222.136574	0	0	15188.544206	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS204_3	214	35	0	0	14204.698146	0	0	14627.884987	14204.698146	0	0	14204.698146	0	0	14627.884987	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS204_3	215	35	0	0	14222.136574	0	0	14627.884987	14222.136574	0	0	14222.136574	0	0	14627.884987	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS204_4	214	36	0	0	14204.698146	0	0	14298.550246	14204.698146	0	0	14204.698146	0	0	14298.550246	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS204_4	215	36	0	0	14222.136574	0	0	14298.550246	14222.136574	0	0	14222.136574	0	0	14298.550246	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS204_5	214	37	0	0	14204.698146	0	0	14374.679276	14204.698146	0	0	14204.698146	0	0	14374.679276	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS204_5	215	37	0	0	14222.136574	0	0	14374.679276	14222.136574	0	0	14222.136574	0	0	14374.679276	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS208_1	214	38	0	0	14204.698146	0	0	14155.747792	14204.698146	0	0	14204.698146	0	0	14155.747792	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS208_1	215	38	0	0	14222.136574	0	0	14155.747792	14222.136574	0	0	14222.136574	0	0	14155.747792	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS208_2	214	39	0	0	14204.698146	0	0	14077.695993	14204.698146	0	0	14204.698146	0	0	14077.695993	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS208_2	215	39	0	0	14222.136574	0	0	14077.695993	14222.136574	0	0	14222.136574	0	0	14077.695993	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS208_4	214	40	0	0	14204.698146	0	0	14246.519094	14204.698146	0	0	14204.698146	0	0	14246.519094	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS208_4	215	40	0	0	14222.136574	0	0	14246.519094	14222.136574	0	0	14222.136574	0	0	14246.519094	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS231_1	214	41	0	0	14204.698146	0	0	15300.317262	14204.698146	0	0	14204.698146	0	0	15300.317262	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS231_1	215	41	0	0	14222.136574	0	0	15300.317262	14222.136574	0	0	14222.136574	0	0	15300.317262	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS231_2	214	42	0	0	14204.698146	0	0	15411.514726	14204.698146	0	0	14204.698146	0	0	15411.514726	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS231_2	215	42	0	0	14222.136574	0	0	15411.514726	14222.136574	0	0	14222.136574	0	0	15411.514726	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS235_1	214	43	0	0	14204.698146	0	0	6837.730734	14204.698146	0	0	14204.698146	0	0	6837.730734	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS235_1	215	43	0	0	14222.136574	0	0	6837.730734	14222.136574	0	0	14222.136574	0	0	6837.730734	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS235_2	214	44	0	0	14204.698146	0	0	6864.358713	14204.698146	0	0	14204.698146	0	0	6864.358713	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS235_2	215	44	0	0	14222.136574	0	0	6864.358713	14222.136574	0	0	14222.136574	0	0	6864.358713	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS235_3	214	45	0	0	14204.698146	0	0	7537.106057	14204.698146	0	0	14204.698146	0	0	7537.106057	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS235_3	215	45	0	0	14222.136574	0	0	7537.106057	14222.136574	0	0	14222.136574	0	0	7537.106057	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS235_4	214	46	0	0	14204.698146	0	0	6904.545996	14204.698146	0	0	14204.698146	0	0	6904.545996	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS235_4	215	46	0	0	14222.136574	0	0	6904.545996	14222.136574	0	0	14222.136574	0	0	6904.545996	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS235_5	214	47	0	0	14204.698146	0	0	7270.227372	14204.698146	0	0	14204.698146	0	0	7270.227372	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS235_5	215	47	0	0	14222.136574	0	0	7270.227372	14222.136574	0	0	14222.136574	0	0	7270.227372	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS241_1	214	48	0	0	14204.698146	0	0	6843.842609	14204.698146	0	0	14204.698146	0	0	6843.842609	14204.698146	20.746728	18.19426	12.5
9DXF-assembly1.cif	M1239v1TS241_1	215	48	0	0	14222.136574	0	0	6843.842609	14222.136574	0	0	14222.136574	0	0	6843.842609	14222.136574	20.724191	18.173141	12.5
9DXD-assembly1.cif	M1239v1TS241_2	214	49	0	0	14204.698146	0	0	6988.321759	14204.698146	0	0	14204.698146	0	0	6988.321759	14204.698146	20.746728	18.19426	12.5
9DXF-assembly1.cif	M1239v1TS241_2	215	49	0	0	14222.136574	0	0	6988.321759	14222.136574	0	0	14222.136574	0	0	6988.321759	14222.136574	20.724191	18.173141	12.5
9DXD-assembly1.cif	M1239v1TS241_3	214	50	0	0	14204.698146	0	0	7068.768683	14204.698146	0	0	14204.698146	0	0	7068.768683	14204.698146	20.746728	18.19426	12.5
9DXF-assembly1.cif	M1239v1TS241_3	215	50	0	0	14222.136574	0	0	7068.768683	14222.136574	0	0	14222.136574	0	0	7068.768683	14222.136574	20.724191	18.173141	12.5
9DXD-assembly1.cif	M1239v1TS241_4	214	51	0	0	14204.698146	0	0	6994.136096	14204.698146	0	0	14204.698146	0	0	6994.136096	14204.698146	20.746728	18.19426	12.5
9DXF-assembly1.cif	M1239v1TS241_4	215	51	0	0	14222.136574	0	0	6994.136096	14222.136574	0	0	14222.136574	0	0	6994.136096	14222.136574	20.724191	18.173141	12.5
9DXD-assembly1.cif	M1239v1TS241_5	214	52	0	0	14204.698146	0	0	6669.144921	14204.698146	0	0	14204.698146	0	0	6669.144921	14204.698146	20.746728	18.19426	12.5
9DXF-assembly1.cif	M1239v1TS241_5	215	52	0	0	14222.136574	0	0	6669.144921	14222.136574	0	0	14222.136574	0	0	6669.144921	14222.136574	20.724191	18.173141	12.5
9DXD-assembly1.cif	M1239v1TS262_1	214	53	0	0	14204.698146	0	0	16270.679685	14204.698146	0	0	14204.698146	0	0	16270.679685	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS262_1	215	53	0	0	14222.136574	0	0	16270.679685	14222.136574	0	0	14222.136574	0	0	16270.679685	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS262_2	214	54	0	0	14204.698146	0	0	14630.376614	14204.698146	0	0	14204.698146	0	0	14630.376614	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS262_2	215	54	0	0	14222.136574	0	0	14630.376614	14222.136574	0	0	14222.136574	0	0	14630.376614	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS262_3	214	55	0	0	14204.698146	0	0	16327.361329	14204.698146	0	0	14204.698146	0	0	16327.361329	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS262_3	215	55	0	0	14222.136574	0	0	16327.361329	14222.136574	0	0	14222.136574	0	0	16327.361329	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS262_4	214	56	0	0	14204.698146	0	0	15648.836119	14204.698146	0	0	14204.698146	0	0	15648.836119	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS262_4	215	56	0	0	14222.136574	0	0	15648.836119	14222.136574	0	0	14222.136574	0	0	15648.836119	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS262_5	214	57	0	0	14204.698146	0	0	14789.548541	14204.698146	0	0	14204.698146	0	0	14789.548541	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS262_5	215	57	0	0	14222.136574	0	0	14789.548541	14222.136574	0	0	14222.136574	0	0	14789.548541	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS272_1	214	58	0	0	14204.698146	0	0	14692.851164	14204.698146	0	0	14204.698146	0	0	14692.851164	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS272_1	215	58	0	0	14222.136574	0	0	14692.851164	14222.136574	0	0	14222.136574	0	0	14692.851164	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS272_2	214	59	0	0	14204.698146	0	0	14260.795679	14204.698146	0	0	14204.698146	0	0	14260.795679	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS272_2	215	59	0	0	14222.136574	0	0	14260.795679	14222.136574	0	0	14222.136574	0	0	14260.795679	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS272_3	214	60	0	0	14204.698146	0	0	14898.344536	14204.698146	0	0	14204.698146	0	0	14898.344536	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS272_3	215	60	0	0	14222.136574	0	0	14898.344536	14222.136574	0	0	14222.136574	0	0	14898.344536	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS272_4	214	61	0	0	14204.698146	0	0	14759.185588	14204.698146	0	0	14204.698146	0	0	14759.185588	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS272_4	215	61	0	0	14222.136574	0	0	14759.185588	14222.136574	0	0	14222.136574	0	0	14759.185588	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS272_5	214	62	0	0	14204.698146	0	0	14312.696314	14204.698146	0	0	14204.698146	0	0	14312.696314	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS272_5	215	62	0	0	14222.136574	0	0	14312.696314	14222.136574	0	0	14222.136574	0	0	14312.696314	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS286_1	214	63	0	0	14204.698146	0	0	12416.010843	14204.698146	0	0	14204.698146	0	0	12416.010843	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS286_1	215	63	0	0	14222.136574	0	0	12416.010843	14222.136574	0	0	14222.136574	0	0	12416.010843	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS286_2	214	64	0	0	14204.698146	0	0	13835.566675	14204.698146	0	0	14204.698146	0	0	13835.566675	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS286_2	215	64	0	0	14222.136574	0	0	13835.566675	14222.136574	0	0	14222.136574	0	0	13835.566675	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS286_3	214	65	0	0	14204.698146	0	0	13555.155289	14204.698146	0	0	14204.698146	0	0	13555.155289	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS286_3	215	65	0	0	14222.136574	0	0	13555.155289	14222.136574	0	0	14222.136574	0	0	13555.155289	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS286_4	214	66	0	0	14204.698146	0	0	13179.237786	14204.698146	0	0	14204.698146	0	0	13179.237786	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS286_4	215	66	0	0	14222.136574	0	0	13179.237786	14222.136574	0	0	14222.136574	0	0	13179.237786	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS286_5	214	67	0	0	14204.698146	0	0	12650.934067	14204.698146	0	0	14204.698146	0	0	12650.934067	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS286_5	215	67	0	0	14222.136574	0	0	12650.934067	14222.136574	0	0	14222.136574	0	0	12650.934067	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS294_1	214	68	0	0	14204.698146	0	0	15401.958359	14204.698146	0	0	14204.698146	0	0	15401.958359	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS294_1	215	68	0	0	14222.136574	0	0	15401.958359	14222.136574	0	0	14222.136574	0	0	15401.958359	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS294_2	214	69	0	0	14204.698146	0	0	14303.276602	14204.698146	0	0	14204.698146	0	0	14303.276602	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS294_2	215	69	0	0	14222.136574	0	0	14303.276602	14222.136574	0	0	14222.136574	0	0	14303.276602	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS294_3	214	70	0	0	14204.698146	0	0	14633.162693	14204.698146	0	0	14204.698146	0	0	14633.162693	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS294_3	215	70	0	0	14222.136574	0	0	14633.162693	14222.136574	0	0	14222.136574	0	0	14633.162693	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS294_4	214	71	0	0	14204.698146	0	0	14331.352525	14204.698146	0	0	14204.698146	0	0	14331.352525	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS294_4	215	71	0	0	14222.136574	0	0	14331.352525	14222.136574	0	0	14222.136574	0	0	14331.352525	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS294_5	214	72	0	0	14204.698146	0	0	14537.872845	14204.698146	0	0	14204.698146	0	0	14537.872845	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS294_5	215	72	0	0	14222.136574	0	0	14537.872845	14222.136574	0	0	14222.136574	0	0	14537.872845	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS304_1	214	73	0	0	14204.698146	0	0	6669.144921	14204.698146	0	0	14204.698146	0	0	6669.144921	14204.698146	20.746728	18.19426	12.5
9DXF-assembly1.cif	M1239v1TS304_1	215	73	0	0	14222.136574	0	0	6669.144921	14222.136574	0	0	14222.136574	0	0	6669.144921	14222.136574	20.724191	18.173141	12.5
9DXD-assembly1.cif	M1239v1TS304_2	214	74	0	0	14204.698146	0	0	6859.75221	14204.698146	0	0	14204.698146	0	0	6859.75221	14204.698146	20.746728	18.19426	12.5
9DXF-assembly1.cif	M1239v1TS304_2	215	74	0	0	14222.136574	0	0	6859.75221	14222.136574	0	0	14222.136574	0	0	6859.75221	14222.136574	20.724191	18.173141	12.5
9DXD-assembly1.cif	M1239v1TS304_3	214	75	0	0	14204.698146	0	0	7096.919086	14204.698146	0	0	14204.698146	0	0	7096.919086	14204.698146	20.746728	18.19426	12.5
9DXF-assembly1.cif	M1239v1TS304_3	215	75	0	0	14222.136574	0	0	7096.919086	14222.136574	0	0	14222.136574	0	0	7096.919086	14222.136574	20.724191	18.173141	12.5
9DXD-assembly1.cif	M1239v1TS304_4	214	76	0	0	14204.698146	0	0	6859.369823	14204.698146	0	0	14204.698146	0	0	6859.369823	14204.698146	20.746728	18.19426	12.5
9DXF-assembly1.cif	M1239v1TS304_4	215	76	0	0	14222.136574	0	0	6859.369823	14222.136574	0	0	14222.136574	0	0	6859.369823	14222.136574	20.724191	18.173141	12.5
9DXD-assembly1.cif	M1239v1TS304_5	214	77	0	0	14204.698146	0	0	6340.275697	14204.698146	0	0	14204.698146	0	0	6340.275697	14204.698146	20.746728	18.19426	12.5
9DXF-assembly1.cif	M1239v1TS304_5	215	77	0	0	14222.136574	0	0	6340.275697	14222.136574	0	0	14222.136574	0	0	6340.275697	14222.136574	20.724191	18.173141	12.5
9DXD-assembly1.cif	M1239v1TS325_1	214	78	0	0	14204.698146	0	0	14610.793291	14204.698146	0	0	14204.698146	0	0	14610.793291	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS325_1	215	78	0	0	14222.136574	0	0	14610.793291	14222.136574	0	0	14222.136574	0	0	14610.793291	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS325_2	214	79	0	0	14204.698146	0	0	14926.993652	14204.698146	0	0	14204.698146	0	0	14926.993652	14204.698146	41.531948	36.425846	25
