target	model	t_id	m_id	residue_sites_cadscore	residue_sites_F1_of_areas	residue_sites_target_area	residue_sites_model_area	residue_sites_TP_area	residue_sites_FP_area	residue_sites_FN_area	chain_sites_cadscore	chain_sites_F1_of_areas	chain_sites_target_area	chain_sites_model_area	chain_sites_TP_area	chain_sites_FP_area	chain_sites_FN_area	renaming_of_model_chains	identity_of_residues	identity_of_atoms	identity_of_chains
9DXF-assembly1.cif	M1239v2TS110_2	215	127	0.680941	0.767494	24401.499013	22042.033671	19113.560021	6292.634283	5287.938992	0.958826	0.979829	24401.499013	25406.194304	24401.499013	1004.695291	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v1TS204_1	214	33	0.678673	0.742897	24313.36364	23165.387785	19297.098842	8340.511353	5016.264798	0.863275	0.936012	24313.36364	27637.610194	24313.36364	3324.246555	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v2TS204_2	214	139	0.677775	0.742535	24313.36364	23170.998958	19289.31058	8352.638857	5024.05306	0.863096	0.935934	24313.36364	27641.949437	24313.36364	3328.585797	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v1TS110_5	214	25	0.676239	0.757903	24313.36364	22083.075102	18841.29095	6564.903354	5472.07269	0.949893	0.975497	24313.36364	25406.194304	24250.646127	1155.548176	62.717512	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v2TS110_2	214	127	0.676239	0.757903	24313.36364	22083.075102	18841.29095	6564.903354	5472.07269	0.949893	0.975497	24313.36364	25406.194304	24250.646127	1155.548176	62.717512	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v1TS231_1	214	41	0.675351	0.74951	24313.36364	25437.89413	20044.259066	9128.650529	4269.104574	0.800129	0.909144	24313.36364	29172.909595	24313.36364	4859.545955	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v1TS033_3	215	13	0.673128	0.730483	24401.499013	22400.760872	19054.819939	8714.143723	5346.679074	0.861998	0.935453	24401.499013	27768.963662	24401.499013	3367.464649	0	A=F,B=B,C=C,D=D,E=E,F=A,G=G,H=H,I=I,J=J,K=L,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS231_1	215	148	0.67195	0.764656	24401.499013	22571.093479	19193.452986	6606.613961	5208.046027	0.942685	0.972141	24401.499013	25800.066947	24401.499013	1398.567934	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXF-assembly1.cif	M1239v1TS369_2	215	81	0.667509	0.737391	24401.499013	22747.087983	19142.000349	8374.655037	5259.498664	0.872337	0.939999	24401.499013	27516.655385	24401.499013	3115.156372	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS369_2	215	190	0.667509	0.737391	24401.499013	22747.087983	19142.000349	8374.655037	5259.498664	0.872337	0.939999	24401.499013	27516.655385	24401.499013	3115.156372	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v1TS204_4	215	36	0.665108	0.744625	24401.499013	22643.295004	19032.585384	7685.868179	5368.913629	0.905049	0.954676	24401.499013	26718.453563	24401.499013	2316.95455	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS231_3	215	150	0.664489	0.764232	24401.499013	22555.881376	18981.612605	6291.906092	5419.886408	0.964264	0.982446	24401.499013	25273.518696	24401.499013	872.019683	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v2TS231_1	214	148	0.663543	0.752815	24313.36364	22581.476025	18863.067794	6936.999153	5450.295846	0.932055	0.967035	24313.36364	25800.066947	24230.727199	1569.339747	82.63644	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS231_5	215	152	0.662412	0.753376	24401.499013	22276.535001	18895.016045	6864.383814	5506.482968	0.944352	0.972929	24401.499013	25759.399859	24401.499013	1357.900847	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v1TS091_5	215	20	0.66232	0.728557	24401.499013	23225.942816	19278.546593	9242.508533	5122.95242	0.831176	0.922159	24401.499013	28521.055126	24401.499013	4119.556113	0	A=F,B=B,C=C,D=D,E=E,F=A,G=G,H=H,I=I,J=J,K=K,L=L	100	100	100
9DXF-assembly1.cif	M1239v2TS091_5	215	125	0.66232	0.728557	24401.499013	23225.942816	19278.546593	9242.508533	5122.95242	0.831176	0.922159	24401.499013	28521.055126	24401.499013	4119.556113	0	A=F,B=B,C=C,D=D,E=E,F=A,G=G,H=H,I=I,J=J,K=K,L=L	100	100	100
9DXF-assembly1.cif	M1239v2TS028_1	215	111	0.662037	0.789864	24401.499013	21294.159243	18501.347783	3944.045302	5900.15123	0.919837	0.958245	24401.499013	22445.393085	22445.393085	0	1956.105928	A=L,B=G,C=H,D=I,E=J,F=K,G=B,H=C,I=D,J=E,K=F,L=A	100	100	100
9DXD-assembly1.cif	M1239v1TS033_3	214	13	0.661881	0.723615	24313.36364	22890.705523	18843.783099	8925.180563	5469.580541	0.857872	0.933651	24313.36364	27768.963662	24313.36364	3455.600023	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS231_2	215	149	0.661425	0.749305	24401.499013	21331.059623	18507.757014	6490.547636	5893.741999	0.973122	0.986723	24401.499013	24998.30465	24371.966616	626.338034	29.532397	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXF-assembly1.cif	M1239v1TS369_1	215	80	0.660445	0.730696	24401.499013	22691.41391	19012.623695	8625.633342	5388.875318	0.867354	0.937802	24401.499013	27638.257037	24401.499013	3236.758024	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS369_1	215	189	0.660445	0.730696	24401.499013	22691.41391	19012.623695	8625.633342	5388.875318	0.867354	0.937802	24401.499013	27638.257037	24401.499013	3236.758024	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS028_2	215	112	0.659711	0.788316	24401.499013	21517.438428	18569.637644	4141.006161	5831.861369	0.930707	0.96411	24401.499013	22710.643805	22710.643805	0	1690.855208	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v2TS231_3	214	150	0.659321	0.755709	24313.36364	22588.571822	18736.617839	6536.900857	5576.745801	0.948753	0.974873	24313.36364	25273.518696	24170.453667	1103.065029	142.909973	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v1TS091_5	214	20	0.659237	0.723142	24313.36364	23658.737259	19103.380493	9417.674633	5209.983147	0.826939	0.920361	24313.36364	28521.055126	24313.36364	4207.691486	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=A,L=L	100	100	100
9DXD-assembly1.cif	M1239v2TS091_5	214	125	0.659237	0.723142	24313.36364	23658.737259	19103.380493	9417.674633	5209.983147	0.826939	0.920361	24313.36364	28521.055126	24313.36364	4207.691486	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=A,L=L	100	100	100
9DXD-assembly1.cif	M1239v2TS231_5	214	152	0.659006	0.746108	24313.36364	22344.895316	18679.842697	7079.557162	5633.520942	0.928904	0.965479	24313.36364	25759.399859	24172.090215	1587.309645	141.273425	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v1TS204_4	214	36	0.658145	0.735867	24313.36364	22863.997409	18776.316179	7942.137384	5537.047461	0.90108	0.952871	24313.36364	26718.453563	24313.36364	2405.089923	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXF-assembly1.cif	M1239v1TS028_4	215	9	0.658075	0.781979	24401.499013	21400.052513	18490.232826	4399.164902	5911.266187	0.938032	0.968026	24401.499013	22889.397729	22889.397729	0	1512.101284	A=F,B=B,C=C,D=D,E=E,F=A,G=G,H=H,I=I,J=J,K=L,L=K	100	100	100
9DXF-assembly1.cif	M1239v1TS369_3	215	82	0.657434	0.732417	24401.499013	23210.557456	19132.968625	8711.672747	5268.530388	0.858896	0.934098	24401.499013	27844.641372	24401.499013	3443.142359	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS369_3	215	191	0.657434	0.732417	24401.499013	23210.557456	19132.968625	8711.672747	5268.530388	0.858896	0.934098	24401.499013	27844.641372	24401.499013	3443.142359	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS231_4	215	151	0.65731	0.760933	24401.499013	22181.052313	18748.089377	6126.968476	5653.409636	0.973929	0.98709	24401.499013	24875.057853	24320.193661	554.864192	81.305352	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v1TS028_3	215	8	0.657209	0.782203	24401.499013	21203.186537	18339.365384	4150.705084	6062.133629	0.921668	0.959237	24401.499013	22490.070467	22490.070467	0	1911.428546	A=F,B=B,C=C,D=D,E=E,F=A,G=G,H=H,I=I,J=J,K=L,L=K	100	100	100
9DXF-assembly1.cif	M1239v1TS167_4	215	31	0.654807	0.733846	24401.499013	23671.081985	19364.100621	9008.71327	5037.398392	0.837251	0.924749	24401.499013	28372.813891	24401.499013	3971.314878	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v1TS450_4	215	88	0.654807	0.733846	24401.499013	23671.081985	19364.100621	9008.71327	5037.398392	0.837251	0.924749	24401.499013	28372.813891	24401.499013	3971.314878	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v2TS231_2	214	149	0.654556	0.741076	24313.36364	21555.04311	18271.848639	6726.45601	6041.515	0.948582	0.974648	24313.36364	24998.30465	24030.756067	967.548583	282.607573	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v2TS231_4	214	151	0.654252	0.753501	24313.36364	22315.333925	18531.773403	6343.28445	5781.590237	0.952375	0.976459	24313.36364	24875.057853	24015.249186	859.808667	298.114454	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v1TS369_4	215	83	0.654208	0.730217	24401.499013	23542.588881	19312.94724	9181.979065	5088.551773	0.832247	0.922614	24401.499013	28494.926304	24401.499013	4093.427291	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS369_4	215	192	0.654208	0.730217	24401.499013	23542.588881	19312.94724	9181.979065	5088.551773	0.832247	0.922614	24401.499013	28494.926304	24401.499013	4093.427291	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v1TS369_2	214	81	0.654045	0.726326	24313.36364	23122.412512	18822.754572	8693.900813	5490.609068	0.86825	0.938196	24313.36364	27516.655385	24313.36364	3203.291746	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v2TS369_2	214	190	0.654045	0.726326	24313.36364	23122.412512	18822.754572	8693.900813	5490.609068	0.86825	0.938196	24313.36364	27516.655385	24313.36364	3203.291746	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v1TS369_4	214	83	0.653818	0.72464	24313.36364	23947.910286	19133.488898	9361.437406	5179.874742	0.828014	0.920816	24313.36364	28494.926304	24313.36364	4181.562664	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v2TS369_4	214	192	0.653818	0.72464	24313.36364	23947.910286	19133.488898	9361.437406	5179.874742	0.828014	0.920816	24313.36364	28494.926304	24313.36364	4181.562664	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS489_3	215	211	0.653129	0.749984	24401.499013	23001.03684	19071.385779	7385.215917	5330.113234	0.91578	0.959591	24401.499013	26456.601696	24401.499013	2055.102683	0	A=F,B=B,C=C,D=D,E=E,F=A,G=G,H=H,I=I,J=J,K=L,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS462_5	215	203	0.653118	0.720395	24401.499013	22720.56148	18880.223909	9134.586933	5521.275104	0.851923	0.931065	24401.499013	28014.810842	24401.499013	3613.311829	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v1TS369_1	214	80	0.652692	0.721506	24313.36364	22955.630882	18741.696363	8896.560674	5571.667276	0.863248	0.936	24313.36364	27638.257037	24313.36364	3324.893397	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v2TS369_1	214	189	0.652692	0.721506	24313.36364	22955.630882	18741.696363	8896.560674	5571.667276	0.863248	0.936	24313.36364	27638.257037	24313.36364	3324.893397	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXF-assembly1.cif	M1239v1TS369_5	215	84	0.652666	0.734023	24401.499013	23045.258973	19031.901698	8423.009526	5369.597315	0.874868	0.941118	24401.499013	27454.911224	24401.499013	3053.412211	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXF-assembly1.cif	M1239v2TS369_5	215	193	0.652666	0.734023	24401.499013	23045.258973	19031.901698	8423.009526	5369.597315	0.874868	0.941118	24401.499013	27454.911224	24401.499013	3053.412211	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v2TS028_1	214	111	0.652115	0.777262	24313.36364	21335.013501	18171.903883	4273.489203	6141.459757	0.923171	0.960051	24313.36364	22445.393085	22445.393085	0	1867.970555	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXF-assembly1.cif	M1239v2TS481_5	215	208	0.651447	0.735864	24401.499013	22904.767207	18924.209807	8108.307813	5477.289206	0.892178	0.948847	24401.499013	27032.51762	24401.499013	2631.018607	0	A=L,B=B,C=C,D=I,E=J,F=F,G=G,H=H,I=D,J=E,K=K,L=A	100	100	100
9DXF-assembly1.cif	M1239v2TS028_4	215	114	0.650664	0.784983	24401.499013	21327.035776	18364.224483	4023.100693	6037.27453	0.917457	0.956952	24401.499013	22387.325176	22387.325176	0	2014.173837	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v1TS167_4	214	31	0.650649	0.726747	24313.36364	23981.170414	19144.753092	9228.060799	5168.610548	0.833036	0.92295	24313.36364	28372.813891	24313.36364	4059.450252	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v1TS450_4	214	88	0.650649	0.726747	24313.36364	23981.170414	19144.753092	9228.060799	5168.610548	0.833036	0.92295	24313.36364	28372.813891	24313.36364	4059.450252	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS481_3	215	206	0.650376	0.74744	24401.499013	22749.517152	18925.786493	7314.357268	5475.71252	0.92465	0.963693	24401.499013	26240.14376	24401.499013	1838.644747	0	A=K,B=G,C=H,D=I,E=J,F=L,G=B,H=C,I=D,J=E,K=A,L=F	100	100	100
9DXD-assembly1.cif	M1239v2TS481_3	214	206	0.650102	0.741116	24313.36364	22843.574318	18733.017375	7507.126385	5580.346265	0.920752	0.961886	24313.36364	26240.14376	24313.36364	1926.78012	0	A=K,B=B,C=C,D=I,E=J,F=F,G=G,H=H,I=D,J=E,K=A,L=L	100	100	100
9DXD-assembly1.cif	M1239v2TS028_2	214	112	0.649636	0.776384	24313.36364	21549.152028	18254.332396	4456.311409	6059.031244	0.934081	0.965917	24313.36364	22710.643805	22710.643805	0	1602.719835	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXF-assembly1.cif	M1239v2TS462_1	215	199	0.649242	0.747333	24401.499013	22543.276053	18765.447502	7052.858574	5636.051511	0.935502	0.968661	24401.499013	25818.306075	24322.974346	1495.331729	78.524667	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v1TS028_3	214	8	0.648931	0.77233	24313.36364	21267.480951	18073.843543	4416.226925	6239.520097	0.925009	0.961044	24313.36364	22490.070467	22490.070467	0	1823.293172	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v1TS110_4	215	24	0.648915	0.738531	24401.499013	21908.502382	18517.826051	7228.377806	5883.672962	0.944893	0.973185	24401.499013	25746.203857	24401.499013	1344.704844	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXF-assembly1.cif	M1239v2TS110_1	215	126	0.648915	0.738531	24401.499013	21908.502382	18517.826051	7228.377806	5883.672962	0.944893	0.973185	24401.499013	25746.203857	24401.499013	1344.704844	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXF-assembly1.cif	M1239v2TS462_2	215	200	0.648525	0.774796	24401.499013	21037.231833	18156.719893	4310.170133	6244.77912	0.920718	0.958723	24401.499013	22466.890026	22466.890026	0	1934.608987	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v2TS489_3	214	211	0.648352	0.741931	24313.36364	23262.620278	18833.909331	7622.692365	5479.454309	0.911849	0.957785	24313.36364	26456.601696	24313.36364	2143.238056	0	A=F,B=B,C=C,D=D,E=E,F=A,G=G,H=H,I=I,J=J,K=L,L=K	100	100	100
9DXF-assembly1.cif	M1239v1TS167_2	215	29	0.64815	0.730269	24401.499013	22888.003883	18957.161594	8559.651772	5444.337419	0.872331	0.939996	24401.499013	27516.813366	24401.499013	3115.314353	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v1TS450_2	215	86	0.64815	0.730269	24401.499013	22888.003883	18957.161594	8559.651772	5444.337419	0.872331	0.939996	24401.499013	27516.813366	24401.499013	3115.314353	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v1TS286_5	215	67	0.647633	0.747832	24401.499013	20272.52191	17865.327814	5512.170849	6536.171199	0.957956	0.978527	24401.499013	23377.498663	23376.527606	0.971057	1024.971407	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXF-assembly1.cif	M1239v2TS204_4	215	141	0.647095	0.720887	24401.499013	22882.834042	18862.987441	9068.23834	5538.511572	0.855348	0.932552	24401.499013	27931.22578	24401.499013	3529.726767	0	A=L,B=G,C=H,D=I,E=J,F=K,G=B,H=C,I=D,J=E,K=F,L=A	100	100	100
9DXD-assembly1.cif	M1239v2TS462_2	214	200	0.646633	0.769358	24313.36364	21317.793702	17995.377462	4471.512564	6317.986178	0.924055	0.960529	24313.36364	22466.890026	22466.890026	0	1846.473614	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXF-assembly1.cif	M1239v1TS204_3	215	35	0.646379	0.726672	24401.499013	23445.168739	19075.235206	9023.534698	5326.263807	0.848482	0.929576	24401.499013	28098.769904	24401.499013	3697.270891	0	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXF-assembly1.cif	M1239v1TS028_2	215	7	0.646277	0.775775	24401.499013	21545.663746	18333.323623	4529.717916	6068.17539	0.936952	0.96745	24401.499013	22863.041539	22863.041539	0	1538.457474	A=K,B=B,C=C,D=D,E=E,F=A,G=G,H=H,I=I,J=J,K=F,L=L	100	100	100
9DXD-assembly1.cif	M1239v1TS369_3	214	82	0.646217	0.721636	24313.36364	23409.452858	18819.553712	9025.087659	5493.809927	0.85476	0.932297	24313.36364	27844.641372	24313.36364	3531.277732	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v2TS369_3	214	191	0.646217	0.721636	24313.36364	23409.452858	18819.553712	9025.087659	5493.809927	0.85476	0.932297	24313.36364	27844.641372	24313.36364	3531.277732	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v1TS286_5	214	67	0.646011	0.739606	24313.36364	20206.901071	17636.232341	5741.266323	6677.131299	0.930347	0.96449	24313.36364	23377.498663	22998.687154	378.811509	1314.676486	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS481_2	215	205	0.645833	0.732165	24401.499013	23080.583874	19004.668982	8507.485431	5396.830031	0.872522	0.94008	24401.499013	27512.154413	24401.499013	3110.6554	0	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v1TS028_2	214	7	0.645643	0.769595	24313.36364	21599.67407	18153.364778	4709.676761	6159.998862	0.935672	0.966847	24313.36364	22863.041539	22806.190451	56.851088	1507.173189	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v2TS462_1	214	199	0.645066	0.73933	24313.36364	22588.2472	18531.934676	7286.3714	5781.428964	0.909949	0.956326	24313.36364	25818.306075	23971.110923	1847.195152	342.252717	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
