target	model	t_id	m_id	residue_residue_cadscore	residue_residue_F1_of_areas	residue_residue_target_area	residue_residue_model_area	residue_residue_TP_area	residue_residue_FP_area	residue_residue_FN_area	chain_chain_cadscore	chain_chain_F1_of_areas	chain_chain_target_area	chain_chain_model_area	chain_chain_TP_area	chain_chain_FP_area	chain_chain_FN_area	identity_of_residues	identity_of_atoms	identity_of_chains
9DXD-assembly1.cif	M1239v1TS272_4	214	61	0.000273	0.001198	28479.14034	54.787089	27.926608	18128.359055	28451.213731	0.089904	0.109805	28479.14034	2560.391392	2560.391392	15595.894272	25918.748948	41.531948	36.425846	25
9DXD-assembly1.cif	M1239v2TS272_4	214	171	0.000273	0.001198	28479.14034	54.787089	27.926608	18128.359055	28451.213731	0.089904	0.109805	28479.14034	2560.391392	2560.391392	15595.894272	25918.748948	41.531948	36.425846	25
9DXD-assembly1.cif	M1239v1TS272_5	214	62	0.000273	0.001149	28479.14034	54.789536	27.926909	20117.079636	28451.213431	0.092661	0.108543	28479.14034	2638.899539	2638.899539	17506.107006	25840.240801	41.531948	36.425846	25
9DXD-assembly1.cif	M1239v2TS272_5	214	172	0.000273	0.001149	28479.14034	54.789536	27.926909	20117.079636	28451.213431	0.092661	0.108543	28479.14034	2638.899539	2638.899539	17506.107006	25840.240801	41.531948	36.425846	25
9DXD-assembly1.cif	M1239v1TS272_2	214	59	0.000273	0.001204	28479.14034	54.793845	27.927575	17879.570853	28451.212765	0.098669	0.121155	28479.14034	2809.994065	2809.994065	15097.504363	25669.146274	41.531948	36.425846	25
9DXD-assembly1.cif	M1239v2TS272_2	214	169	0.000273	0.001204	28479.14034	54.793845	27.927575	17879.570853	28451.212765	0.098669	0.121155	28479.14034	2809.994065	2809.994065	15097.504363	25669.146274	41.531948	36.425846	25
9DXD-assembly1.cif	M1239v1TS272_3	214	60	0.000273	0.001187	28479.14034	54.791957	27.92601	18538.372157	28451.21433	0.099415	0.120362	28479.14034	2831.244948	2831.244948	15735.053219	25647.895392	41.531948	36.425846	25
9DXD-assembly1.cif	M1239v2TS272_3	214	170	0.000273	0.001187	28479.14034	54.791957	27.92601	18538.372157	28451.21433	0.099415	0.120362	28479.14034	2831.244948	2831.244948	15735.053219	25647.895392	41.531948	36.425846	25
9DXD-assembly1.cif	M1239v1TS272_1	214	58	0.000273	0.001148	28479.14034	54.789935	27.924611	20160.701873	28451.215729	0.036578	0.042809	28479.14034	1041.705039	1041.705039	19146.921445	27437.435301	41.531948	36.425846	25
9DXD-assembly1.cif	M1239v2TS272_1	214	168	0.000273	0.001148	28479.14034	54.789935	27.924611	20160.701873	28451.215729	0.036578	0.042809	28479.14034	1041.705039	1041.705039	19146.921445	27437.435301	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS262_4	215	56	0.000054	0.000061	28474.187503	1.537871	1.537871	21983.946177	28472.649633	0.085113	0.096057	28474.187503	2423.510474	2423.510474	19561.973574	26050.67703	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS262_4	214	56	0.000054	0.000061	28479.14034	1.537871	1.537871	21983.946177	28477.602469	0.085098	0.096048	28479.14034	2423.510474	2423.510474	19561.973574	26055.629866	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS286_2	215	174	0.000016	0.000019	28474.187503	0.463392	0.463392	19221.565563	28473.724111	0.087206	0.104122	28474.187503	2483.117498	2483.117498	16738.911457	25991.070005	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS286_2	214	174	0.000016	0.000019	28479.14034	0.463392	0.463392	19221.565563	28478.676947	0.087191	0.104111	28479.14034	2483.117498	2483.117498	16738.911457	25996.022842	41.531948	36.425846	25
9DXD-assembly1.cif	M1239v1TS014_1	214	0	0	0	28479.14034	0	0	7306.461269	28479.14034	0.163567	0.260342	28479.14034	4658.253999	4658.253999	2648.207269	23820.886341	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS014_1	215	0	0	0	28474.187503	0	0	7306.461269	28474.187503	0.163596	0.260378	28474.187503	4658.253999	4658.253999	2648.207269	23815.933504	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS014_2	214	1	0	0	28479.14034	0	0	7333.796164	28479.14034	0.165136	0.262639	28479.14034	4702.935537	4702.935537	2630.860628	23776.204803	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS014_2	215	1	0	0	28474.187503	0	0	7333.796164	28474.187503	0.165165	0.262675	28474.187503	4702.935537	4702.935537	2630.860628	23771.251967	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS014_3	214	2	0	0	28479.14034	0	0	7334.818854	28479.14034	0.165372	0.263006	28479.14034	4709.64104	4709.64104	2625.177814	23769.4993	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS014_3	215	2	0	0	28474.187503	0	0	7334.818854	28474.187503	0.1654	0.263042	28474.187503	4709.64104	4709.64104	2625.177814	23764.546463	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS014_4	214	3	0	0	28479.14034	0	0	7195.629982	28479.14034	0.164708	0.262972	28479.14034	4690.737058	4690.737058	2504.892923	23788.403281	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS014_4	215	3	0	0	28474.187503	0	0	7195.629982	28474.187503	0.164736	0.263009	28474.187503	4690.737058	4690.737058	2504.892923	23783.450445	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS014_5	214	4	0	0	28479.14034	0	0	7224.940078	28479.14034	0.165128	0.263427	28479.14034	4702.708452	4702.708452	2522.231626	23776.431888	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS014_5	215	4	0	0	28474.187503	0	0	7224.940078	28474.187503	0.165157	0.263463	28474.187503	4702.708452	4702.708452	2522.231626	23771.479052	41.525424	36.416833	25
